iter,block,ch,status,score,phi_raw,perf_raw,phi_n,perf_n,weights
92,features.1,0,active,0.000000,0.000000e+00,0.000000e+00,0.0000,0.0000,25
92,features.1,1,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,2,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,3,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,4,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,5,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,6,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,7,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,8,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,9,active,0.000000,0.000000e+00,0.000000e+00,0.0000,0.0000,25
92,features.1,10,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,11,protected,-0.400000,4.231758e-06,8.070916e-01,1.0000,1.0000,25
92,features.1,12,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,13,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,14,active,0.000000,0.000000e+00,0.000000e+00,0.0000,0.0000,25
92,features.1,15,active,0.000000,0.000000e+00,0.000000e+00,0.0000,0.0000,25
92,features.1,16,active,0.000002,0.000000e+00,4.319492e-06,0.0000,0.0000,25
92,features.1,17,active,0.000000,0.000000e+00,1.319355e-06,0.0000,0.0000,25
92,features.1,18,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,19,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,20,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,21,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
92,features.1,22,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
