iter,block,ch,status,score,phi_raw,perf_raw,phi_n,perf_n,weights
23,features.1,0,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,1,pruned_now,-0.036364,1.181751e-08,5.144807e-06,0.5455,0.1818,25
23,features.1,2,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,3,active,0.009091,5.639765e-09,3.902936e-06,0.1818,0.0909,25
23,features.1,4,protected,0.563636,1.106949e-08,6.336235e-04,0.4545,1.0000,25
23,features.1,5,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,6,active,0.081818,1.023929e-08,7.830373e-06,0.3636,0.2727,25
23,features.1,7,active,0.190909,1.276808e-08,2.025770e-05,0.6364,0.5455,25
23,features.1,8,pruned_now,-0.045455,2.122190e-07,1.364671e-05,1.0000,0.3636,25
23,features.1,9,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,10,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,11,active,0.554545,7.885232e-09,1.991787e-04,0.2727,0.9091,25
23,features.1,12,active,0.290909,4.855914e-09,1.655118e-05,0.0909,0.4545,25
23,features.1,13,pruned_now,0.000000,1.310219e-09,2.248711e-07,0.0000,0.0000,25
23,features.1,14,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,15,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,16,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,17,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,18,active,0.354545,2.152503e-08,5.024151e-05,0.7273,0.8182,25
23,features.1,19,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,20,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,21,active,0.200000,3.250547e-08,2.799599e-05,0.8182,0.6364,25
23,features.1,22,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,23,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,24,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,25,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,26,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,27,active,0.236364,9.146888e-08,2.857471e-05,0.9091,0.7273,25
23,features.1,28,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,29,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,30,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.1,31,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.2,0,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.2,1,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.2,2,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.2,3,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.2,4,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.2,5,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
23,features.2,6,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
