iter,block,ch,status,score,phi_raw,perf_raw,phi_n,perf_n,weights
15,features.1,0,active,-0.000000,1.709932e-12,0.000000e+00,0.0000,0.0000,25
15,features.1,1,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,2,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,3,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,4,protected,0.000000,5.554815e-03,4.770602e+02,1.0000,1.0000,25
15,features.1,5,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,6,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,7,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,8,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,9,active,-0.000718,7.977510e-06,0.000000e+00,0.0014,0.0000,25
15,features.1,10,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,11,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,12,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,13,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,14,active,-0.000616,6.843202e-06,0.000000e+00,0.0012,0.0000,25
15,features.1,15,active,-0.002641,2.934198e-05,0.000000e+00,0.0053,0.0000,25
15,features.1,16,active,0.000004,0.000000e+00,3.436598e-03,0.0000,0.0000,25
15,features.1,17,active,0.000001,0.000000e+00,9.631998e-04,0.0000,0.0000,25
15,features.1,18,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,19,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,20,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,21,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,22,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
15,features.1,23,active,0.000000,0.000000e+00,3.823344e-05,0.0000,0.0000,25
