iter,block,ch,status,score,phi_raw,perf_raw,phi_n,perf_n,weights
62,features.1,0,active,-0.076923,0.000000e+00,0.000000e+00,0.1538,0.0000,25
62,features.1,1,active,0.211538,1.540012e-09,2.329819e-03,0.2692,0.6923,25
62,features.1,2,active,-0.134615,3.827372e-07,1.430628e-03,0.8846,0.6154,25
62,features.1,3,active,-0.115385,6.597357e-08,3.272070e-04,0.6923,0.4615,25
62,features.1,4,protected,0.346154,3.581865e-09,7.703864e-02,0.3077,1.0000,25
62,features.1,5,active,-0.134615,8.186785e-07,2.911508e-03,1.0000,0.7308,25
62,features.1,6,active,0.057692,3.466466e-08,1.943782e-03,0.5385,0.6538,25
62,features.1,7,active,0.211538,4.019028e-09,3.484446e-03,0.3462,0.7692,25
62,features.1,8,active,0.096154,1.573695e-07,1.376890e-02,0.7308,0.9231,25
62,features.1,9,active,-0.076923,0.000000e+00,0.000000e+00,0.1923,0.0385,25
62,features.1,10,active,-0.057692,1.341108e-08,9.574535e-05,0.4615,0.3462,25
62,features.1,11,active,0.173077,5.523534e-08,5.589196e-02,0.6154,0.9615,25
62,features.1,12,active,0.000000,1.621829e-07,3.931936e-03,0.8077,0.8077,25
62,features.1,13,active,-0.038462,7.261348e-09,2.641812e-05,0.3846,0.3077,25
62,features.1,14,active,0.000000,0.000000e+00,0.000000e+00,0.0769,0.0769,25
62,features.1,15,active,0.000000,0.000000e+00,0.000000e+00,0.1154,0.1154,25
62,features.1,16,active,0.096154,0.000000e+00,1.918401e-11,0.0000,0.1923,25
62,features.1,17,active,0.057692,0.000000e+00,1.537844e-11,0.0385,0.1538,25
62,features.1,18,active,0.019231,2.929493e-08,1.267819e-03,0.5000,0.5385,25
62,features.1,19,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.1,20,active,-0.115385,5.792783e-08,3.026922e-04,0.6538,0.4231,25
62,features.1,21,active,-0.057692,7.735791e-07,4.683109e-03,0.9615,0.8462,25
62,features.1,22,active,-0.134615,2.418390e-07,1.366306e-03,0.8462,0.5769,25
62,features.1,23,active,0.000000,1.775518e-10,2.180386e-11,0.2308,0.2308,25
62,features.1,24,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.1,25,active,-0.134615,1.614897e-07,7.543363e-04,0.7692,0.5000,25
62,features.1,26,active,-0.153846,5.448618e-08,1.462057e-05,0.5769,0.2692,25
62,features.1,27,active,-0.019231,5.632238e-07,8.961773e-03,0.9231,0.8846,25
62,features.1,28,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.1,29,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.1,30,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.1,31,active,-0.019231,1.038407e-08,2.170531e-04,0.4231,0.3846,25
62,features.2,0,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.2,1,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.2,2,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.2,3,active,-0.045455,1.442034e-06,2.236541e-03,0.9091,0.8182,49
62,features.2,4,active,-0.181818,2.208173e-07,1.068101e-03,0.7273,0.3636,49
62,features.2,5,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.2,6,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.2,7,active,0.000000,9.949761e-10,4.869696e-06,0.0000,0.0000,49
62,features.2,8,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.2,9,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.2,10,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.2,11,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.2,12,active,0.000000,7.178691e-09,1.782426e-04,0.0909,0.0909,49
62,features.2,13,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
62,features.2,14,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
