iter,block,ch,status,score,phi_raw,perf_raw,phi_n,perf_n,weights
81,features.1,0,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
81,features.1,1,active,3.276235e-03,0.000000e+00,3.276235e-03,0.0000,0.0033,25
81,features.1,2,active,2.049599e-03,0.000000e+00,2.049599e-03,0.0000,0.0020,25
81,features.1,3,active,3.426543e-04,0.000000e+00,3.426543e-04,0.0000,0.0003,25
81,features.1,4,active,1.714345e-01,0.000000e+00,1.714345e-01,0.0000,0.1714,25
81,features.1,5,active,2.305534e-02,0.000000e+00,2.305534e-02,0.0000,0.0231,25
81,features.1,6,active,2.580118e-02,0.000000e+00,2.580118e-02,0.0000,0.0258,25
81,features.1,7,active,3.632119e-02,0.000000e+00,3.632119e-02,0.0000,0.0363,25
81,features.1,8,active,5.462619e-03,0.000000e+00,5.462619e-03,0.0000,0.0055,25
81,features.1,9,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
81,features.1,10,active,4.466439e-05,0.000000e+00,4.466439e-05,0.0000,0.0000,25
81,features.1,11,active,1.523913e-01,0.000000e+00,1.523913e-01,0.0000,0.1524,25
81,features.1,12,active,2.275824e-03,0.000000e+00,2.275824e-03,0.0000,0.0023,25
81,features.1,13,active,3.591910e-05,0.000000e+00,3.591910e-05,0.0000,0.0000,25
81,features.1,14,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
81,features.1,15,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
81,features.1,16,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
81,features.1,17,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
81,features.1,18,active,2.598682e-03,0.000000e+00,2.598682e-03,0.0000,0.0026,25
81,features.1,19,active,2.227829e-04,0.000000e+00,2.227829e-04,0.0000,0.0002,25
81,features.1,20,active,5.017390e-05,0.000000e+00,5.017390e-05,0.0000,0.0001,25
81,features.1,21,active,1.640761e-03,0.000000e+00,1.640761e-03,0.0000,0.0016,25
81,features.1,22,active,1.119188e-03,0.000000e+00,1.119188e-03,0.0000,0.0011,25
81,features.1,23,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
81,features.1,24,active,5.987546e-05,0.000000e+00,5.987546e-05,0.0000,0.0001,25
81,features.1,25,active,3.459095e-03,0.000000e+00,3.459095e-03,0.0000,0.0035,25
81,features.1,26,active,1.126423e-05,0.000000e+00,1.126423e-05,0.0000,0.0000,25
81,features.1,27,active,2.485740e-03,0.000000e+00,2.485740e-03,0.0000,0.0025,25
81,features.1,28,active,8.900974e-05,0.000000e+00,8.900974e-05,0.0000,0.0001,25
81,features.1,29,active,4.693380e-06,0.000000e+00,4.693380e-06,0.0000,0.0000,25
81,features.1,30,active,2.225394e-03,0.000000e+00,2.225394e-03,0.0000,0.0022,25
81,features.1,31,active,1.866273e-04,0.000000e+00,1.866273e-04,0.0000,0.0002,25
