iter,block,ch,status,score,phi_raw,perf_raw,phi_n,perf_n,weights
3,features.1,0,active,-0.064516,0.000000e+00,0.000000e+00,0.1290,0.0000,25
3,features.1,1,active,0.177419,6.445409e-09,3.840917e-03,0.3548,0.7097,25
3,features.1,2,active,-0.193548,2.508810e-07,1.344204e-03,0.9355,0.5484,25
3,features.1,3,active,-0.048387,3.554291e-08,3.918269e-04,0.6129,0.5161,25
3,features.1,4,protected,0.258065,2.604086e-08,2.964990e-01,0.4839,1.0000,25
3,features.1,5,active,0.016129,1.822323e-07,3.786891e-02,0.8710,0.9032,25
3,features.1,6,active,0.274194,9.718793e-09,5.278087e-02,0.3871,0.9355,25
3,features.1,7,active,0.274194,5.080750e-09,1.385790e-02,0.3226,0.8710,25
3,features.1,8,active,0.193548,2.025617e-08,5.663304e-03,0.4194,0.8065,25
3,features.1,9,active,-0.064516,0.000000e+00,0.000000e+00,0.1613,0.0323,25
3,features.1,10,active,-0.112903,3.469087e-08,5.929166e-05,0.5484,0.3226,25
3,features.1,11,active,0.145161,4.225463e-08,2.399860e-01,0.6774,0.9677,25
3,features.1,12,active,0.177419,9.977671e-10,1.832577e-03,0.2581,0.6129,25
3,features.1,13,active,-0.016129,2.727742e-09,2.504663e-05,0.2903,0.2581,25
3,features.1,14,active,0.000000,0.000000e+00,0.000000e+00,0.0645,0.0645,25
3,features.1,15,active,0.000000,0.000000e+00,0.000000e+00,0.0968,0.0968,25
3,features.1,16,active,0.096774,0.000000e+00,3.052116e-11,0.0000,0.1935,25
3,features.1,17,active,0.064516,0.000000e+00,1.772506e-11,0.0323,0.1613,25
3,features.1,18,active,0.048387,3.592248e-08,4.411087e-03,0.6452,0.7419,25
3,features.1,19,active,-0.177419,1.692438e-07,3.412184e-04,0.8387,0.4839,25
3,features.1,20,active,-0.048387,2.442360e-08,6.819618e-05,0.4516,0.3548,25
3,features.1,21,active,-0.161290,4.212107e-07,3.092687e-03,1.0000,0.6774,25
3,features.1,22,active,-0.112903,1.491901e-07,1.824007e-03,0.8065,0.5806,25
3,features.1,23,active,-0.032258,8.721946e-17,3.326427e-13,0.1935,0.1290,25
3,features.1,24,active,-0.177419,7.187415e-08,9.288509e-05,0.7419,0.3871,25
3,features.1,25,active,0.032258,1.075939e-07,9.947572e-03,0.7742,0.8387,25
3,features.1,26,active,-0.112903,3.193391e-08,4.291711e-05,0.5161,0.2903,25
3,features.1,27,active,-0.064516,2.496817e-07,4.571556e-03,0.9032,0.7742,25
3,features.1,28,active,-0.145161,5.192883e-08,1.226783e-04,0.7097,0.4194,25
3,features.1,29,active,-0.177419,3.484337e-08,6.532585e-06,0.5806,0.2258,25
3,features.1,30,active,-0.161290,3.691377e-07,2.370032e-03,0.9677,0.6452,25
3,features.1,31,active,0.112903,7.175638e-10,2.576733e-04,0.2258,0.4516,25
