iter,block,ch,status,score,phi_raw,perf_raw,phi_n,perf_n,weights
63,features.1,0,active,-0.076923,0.000000e+00,0.000000e+00,0.1538,0.0000,25
63,features.1,1,active,0.192308,2.739910e-09,1.839612e-03,0.2692,0.6538,25
63,features.1,2,active,-0.173077,4.573650e-07,1.171591e-03,0.8846,0.5385,25
63,features.1,3,active,-0.115385,7.484520e-08,3.360375e-04,0.6923,0.4615,25
63,features.1,4,active,0.326923,9.262493e-09,5.741075e-02,0.3077,0.9615,25
63,features.1,5,active,-0.096154,6.511464e-07,3.491036e-03,0.9231,0.7308,25
63,features.1,6,active,0.019231,4.006950e-08,1.398946e-03,0.5385,0.5769,25
63,features.1,7,active,0.173077,1.598661e-08,4.037328e-03,0.4231,0.7692,25
63,features.1,8,active,0.096154,1.395996e-07,1.354994e-02,0.7308,0.9231,25
63,features.1,9,active,-0.076923,0.000000e+00,0.000000e+00,0.1923,0.0385,25
63,features.1,10,active,-0.057692,2.069022e-08,8.596359e-05,0.4615,0.3462,25
63,features.1,11,protected,0.173077,6.402882e-08,7.062938e-02,0.6538,1.0000,25
63,features.1,12,active,0.019231,1.697125e-07,4.343778e-03,0.7692,0.8077,25
63,features.1,13,active,-0.019231,1.113754e-08,2.271917e-05,0.3462,0.3077,25
63,features.1,14,active,0.000000,0.000000e+00,0.000000e+00,0.0769,0.0769,25
63,features.1,15,active,0.000000,0.000000e+00,0.000000e+00,0.1154,0.1154,25
63,features.1,16,active,0.096154,0.000000e+00,1.758305e-11,0.0000,0.1923,25
63,features.1,17,active,0.057692,0.000000e+00,1.535135e-11,0.0385,0.1538,25
63,features.1,18,active,0.096154,2.664741e-08,1.967959e-03,0.5000,0.6923,25
63,features.1,19,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
63,features.1,20,active,-0.076923,5.062915e-08,2.938448e-04,0.5769,0.4231,25
63,features.1,21,active,-0.057692,1.018172e-06,5.271979e-03,1.0000,0.8846,25
63,features.1,22,active,-0.096154,2.202008e-07,1.431372e-03,0.8077,0.6154,25
