iter,block,ch,status,score,phi_raw,perf_raw,phi_n,perf_n,weights
13,features.1,0,active,-0.052632,1.203375e-12,0.000000e+00,0.1579,0.0526,25
13,features.1,1,pruned_now,-0.157895,2.636929e-03,1.666804e-05,0.8421,0.5263,25
13,features.1,2,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
13,features.1,3,active,-0.052632,3.350702e-04,8.410907e-06,0.5789,0.4737,25
13,features.1,4,protected,0.157895,6.510619e-04,3.017748e-04,0.6842,1.0000,25
13,features.1,5,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
13,features.1,6,active,0.078947,1.647287e-04,2.234672e-05,0.4211,0.5789,25
13,features.1,7,active,0.052632,1.367294e-03,1.289724e-04,0.7368,0.8421,25
13,features.1,8,active,0.000000,8.931789e-03,1.362936e-04,0.8947,0.8947,25
13,features.1,9,active,-0.131579,7.834276e-06,0.000000e+00,0.2632,0.0000,25
13,features.1,10,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
13,features.1,11,active,0.157895,6.429659e-04,2.920316e-04,0.6316,0.9474,25
13,features.1,12,active,-0.078947,2.166008e-03,2.547898e-05,0.7895,0.6316,25
13,features.1,13,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
13,features.1,14,active,-0.026316,7.320062e-06,0.000000e+00,0.2105,0.1579,25
13,features.1,15,active,-0.105263,2.917087e-05,0.000000e+00,0.3158,0.1053,25
13,features.1,16,active,0.131579,0.000000e+00,3.427872e-13,0.0526,0.3158,25
13,features.1,17,active,0.078947,0.000000e+00,2.579412e-13,0.1053,0.2632,25
13,features.1,18,active,0.157895,2.158345e-04,1.071030e-04,0.4737,0.7895,25
13,features.1,19,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
13,features.1,20,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
13,features.1,21,active,-0.131579,1.601979e-02,9.676289e-05,1.0000,0.7368,25
13,features.1,22,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
13,features.1,23,active,0.105263,0.000000e+00,3.371666e-15,0.0000,0.2105,25
13,features.1,24,active,0.026316,6.426654e-05,2.367780e-06,0.3684,0.4211,25
13,features.1,25,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
13,features.1,26,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
