iter,block,ch,status,score,phi_raw,perf_raw,phi_n,perf_n,weights
2,features.1,0,active,-0.090323,0.000000e+00,0.000000e+00,0.1290,0.0000,25
2,features.1,1,active,-0.161290,4.831281e-08,2.675453e-03,0.5484,0.7419,25
2,features.1,2,active,-0.503226,8.730199e-07,1.291170e-03,0.9677,0.5806,25
2,features.1,3,active,-0.048387,9.173753e-09,2.228105e-04,0.2903,0.5161,25
2,features.1,4,protected,0.029032,2.082170e-08,1.392257e-01,0.3871,1.0000,25
2,features.1,5,active,-0.045161,3.964182e-08,2.620105e-02,0.4516,0.9032,25
2,features.1,6,active,0.032258,1.332781e-08,2.915302e-02,0.3548,0.9355,25
2,features.1,7,active,0.035484,1.296499e-08,1.076348e-02,0.3226,0.8710,25
2,features.1,8,active,-0.345161,3.104941e-07,3.506057e-03,0.8387,0.8065,25
2,features.1,9,active,-0.103226,0.000000e+00,0.000000e+00,0.1613,0.0323,25
2,features.1,10,active,-0.377419,1.504862e-07,4.821362e-05,0.6774,0.3226,25
2,features.1,11,active,-0.138710,8.800573e-08,1.220036e-01,0.6129,0.9677,25
2,features.1,12,active,-0.335484,2.240194e-07,1.336320e-03,0.7419,0.6129,25
2,features.1,13,active,-0.080645,1.519185e-09,1.414173e-05,0.2258,0.2581,25
2,features.1,14,active,-0.025806,0.000000e+00,0.000000e+00,0.0645,0.0645,25
2,features.1,15,active,-0.038710,0.000000e+00,0.000000e+00,0.0968,0.0968,25
2,features.1,16,active,0.058065,0.000000e+00,1.492413e-11,0.0000,0.1935,25
2,features.1,17,active,0.025806,0.000000e+00,1.080101e-11,0.0323,0.1613,25
2,features.1,18,active,-0.061290,3.121610e-08,3.459230e-03,0.4194,0.7742,25
2,features.1,19,active,-0.193548,4.054443e-08,1.999217e-04,0.4839,0.4839,25
2,features.1,20,active,-0.319355,5.564796e-08,4.378151e-05,0.5806,0.2903,25
2,features.1,21,active,-0.506452,1.301888e-06,1.594051e-03,1.0000,0.6452,25
2,features.1,22,active,-0.467742,6.005939e-07,6.288926e-04,0.9032,0.5484,25
2,features.1,23,active,-0.096774,1.521692e-16,8.174588e-14,0.1935,0.1290,25
2,features.1,24,active,-0.345161,1.086205e-07,5.018868e-05,0.6452,0.3548,25
2,features.1,25,active,-0.358065,4.342266e-07,5.672138e-03,0.8710,0.8387,25
2,features.1,26,active,-0.245161,4.762594e-08,5.619695e-05,0.5161,0.3871,25
2,features.1,27,active,-0.441935,6.223331e-07,2.169787e-03,0.9355,0.7097,25
2,features.1,28,active,-0.416129,2.832129e-07,6.501699e-05,0.7742,0.4194,25
2,features.1,29,active,-0.496774,2.853224e-07,2.582627e-06,0.8065,0.2258,25
2,features.1,30,active,-0.293548,1.948540e-07,1.692714e-03,0.7097,0.6774,25
2,features.1,31,active,-0.045161,4.036900e-09,1.169523e-04,0.2581,0.4516,25
2,features.2,0,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
2,features.2,1,active,-0.535484,3.784230e-07,2.661640e-06,0.8065,0.0968,49
2,features.2,2,active,0.132258,1.101739e-08,7.516176e-05,0.1935,0.8925,49
2,features.2,3,active,-0.426882,1.871871e-06,6.403586e-05,0.9785,0.8602,49
2,features.2,4,active,-0.087097,5.922116e-08,3.888865e-05,0.4516,0.7634,49
2,features.2,5,active,-0.078495,2.124591e-08,9.679878e-06,0.2688,0.3656,49
2,features.2,6,active,-0.324731,2.587889e-07,3.157725e-05,0.7634,0.6989,49
2,features.2,7,active,0.047312,2.072773e-09,5.443567e-06,0.0430,0.2581,49
2,features.2,8,active,-0.323656,2.202689e-07,2.057735e-05,0.7204,0.6022,49
2,features.2,9,active,0.036559,8.913474e-09,1.044843e-05,0.1183,0.3978,49
2,features.2,10,active,-0.473118,1.969578e-07,1.801940e-06,0.6989,0.0538,49
2,features.2,11,active,-0.281720,7.946807e-08,5.754581e-06,0.5269,0.2903,49
2,features.2,12,active,0.254839,1.510094e-09,1.349788e-04,0.0323,0.9247,49
2,features.2,13,active,-0.006452,4.325710e-08,7.096172e-05,0.3871,0.8817,49
2,features.2,14,active,0.147312,2.203400e-10,1.578249e-05,0.0108,0.5161,49
2,features.2,15,pruned_now,-0.600000,6.256221e-07,4.639161e-06,0.9355,0.1828,49
2,features.2,16,active,-0.350538,8.339531e-08,2.546108e-06,0.5376,0.0860,49
2,features.2,17,active,-0.489247,3.203718e-07,5.306294e-06,0.7957,0.2258,49
2,features.2,18,active,-0.229032,4.070288e-08,2.088222e-06,0.3548,0.0645,49
2,features.2,19,active,0.061290,8.921785e-09,1.529902e-05,0.1290,0.5054,49
2,features.2,20,active,-0.456989,1.876138e-06,5.152149e-05,0.9892,0.7849,49
2,features.2,21,active,-0.035484,1.623844e-08,1.084233e-05,0.2258,0.4086,49
2,features.2,22,active,0.175269,9.907783e-09,1.644189e-04,0.1505,0.9355,49
2,features.2,23,active,0.116129,1.870206e-08,4.696315e-04,0.2581,0.9892,49
2,features.2,24,active,-0.121505,2.362348e-08,5.441391e-06,0.2796,0.2473,49
2,features.2,25,active,-0.375269,2.742698e-07,1.965010e-05,0.7849,0.5806,49
2,features.2,26,active,-0.267742,7.690801e-08,6.919347e-06,0.5161,0.3118,49
2,features.2,27,active,-0.173118,1.727258e-08,9.601280e-07,0.2473,0.0000,49
2,features.2,28,active,-0.244086,1.206352e-07,1.996449e-05,0.6022,0.5914,49
2,features.2,29,active,0.123656,1.073360e-08,6.273099e-05,0.1828,0.8387,49
2,features.2,30,active,-0.482796,3.796482e-07,7.303946e-06,0.8280,0.3226,49
2,features.2,31,active,-0.010753,4.139998e-08,5.715129e-05,0.3656,0.8172,49
2,features.2,32,active,-0.241935,9.711265e-08,1.709691e-05,0.5806,0.5484,49
2,features.2,33,active,-0.412903,4.549586e-07,2.757564e-05,0.8710,0.6559,49
2,features.2,34,active,-0.310753,4.249887e-07,1.759046e-04,0.8495,0.9462,49
2,features.2,35,active,-0.087097,5.475333e-08,3.001050e-05,0.4194,0.6882,49
