iter,block,ch,status,score,phi_raw,perf_raw,phi_n,perf_n,weights
2,features.1,0,active,-0.050000,9.444647e-13,0.000000e+00,0.1000,0.0000,25
2,features.1,1,active,0.183333,1.541357e-04,7.850635e-06,0.2667,0.6333,25
2,features.1,2,active,-0.083333,3.630494e-03,4.694339e-06,0.7000,0.5333,25
2,features.1,3,active,0.066667,1.816941e-04,1.535277e-06,0.3333,0.4667,25
2,features.1,4,protected,0.250000,6.976549e-04,7.338868e-04,0.5000,1.0000,25
2,features.1,5,active,0.066667,4.189091e-03,1.727691e-04,0.8000,0.9333,25
2,features.1,6,active,0.300000,1.675044e-04,9.485707e-05,0.3000,0.9000,25
2,features.1,7,active,0.216667,6.306581e-04,8.344894e-05,0.4333,0.8667,25
2,features.1,8,active,0.050000,1.240319e-03,8.831624e-06,0.5667,0.6667,25
2,features.1,9,active,-0.066667,7.334696e-06,0.000000e+00,0.1667,0.0333,25
2,features.1,10,active,-0.200000,2.365754e-03,2.098036e-07,0.6667,0.2667,25
2,features.1,11,active,0.250000,6.953023e-04,5.915859e-04,0.4667,0.9667,25
2,features.1,12,active,-0.016667,1.974631e-03,7.226437e-06,0.6333,0.6000,25
2,features.1,13,active,-0.150000,1.230301e-03,8.192048e-08,0.5333,0.2333,25
2,features.1,14,active,-0.033333,7.176629e-06,0.000000e+00,0.1333,0.0667,25
2,features.1,15,active,-0.050000,3.171236e-05,0.000000e+00,0.2000,0.1000,25
2,features.1,16,active,0.083333,0.000000e+00,1.415691e-13,0.0000,0.1667,25
2,features.1,17,active,0.083333,0.000000e+00,1.533053e-13,0.0333,0.2000,25
2,features.1,18,active,0.250000,8.295822e-05,1.725836e-05,0.2333,0.7333,25
2,features.1,19,active,-0.233333,2.286076e-02,4.045742e-06,0.9667,0.5000,25
2,features.1,20,active,-0.216667,6.151662e-03,8.764640e-07,0.8333,0.4000,25
2,features.1,21,active,-0.050000,9.665416e-03,1.965641e-05,0.8667,0.7667,25
2,features.1,22,active,-0.183333,2.195576e-02,5.922707e-06,0.9333,0.5667,25
2,features.1,23,active,0.033333,0.000000e+00,8.460541e-16,0.0667,0.1333,25
2,features.1,24,active,-0.050000,2.430565e-04,5.726658e-07,0.4000,0.3000,25
2,features.1,25,active,0.050000,1.344599e-03,1.317029e-05,0.6000,0.7000,25
2,features.1,26,active,-0.150000,3.672266e-03,1.261757e-06,0.7333,0.4333,25
2,features.1,27,active,-0.050000,1.147890e-02,1.995693e-05,0.9000,0.8000,25
2,features.1,28,active,-0.216667,3.768744e-03,6.186209e-07,0.7667,0.3333,25
2,features.1,29,pruned_before,nan,0.000000e+00,0.000000e+00,0.0000,0.0000,0
2,features.1,30,active,-0.083333,3.724982e-02,2.090055e-05,1.0000,0.8333,25
2,features.1,31,active,0.000000,2.290780e-04,6.939503e-07,0.3667,0.3667,25
