face_name_align,race,gender_scores_fair,race_scores_fair,gender_outputs,race_outputs,gender_preds_fair,race_preds_fair,gender,race
Images/UTKFace/100_1_0_20170112213303693.jpg.chip.jpg,0,[0.64800143 0.3519986 ],,[ 0.2898643  -0.32040134],,0,,1,
Images/UTKFace/105_1_1_20170112213303693.jpg.chip.jpg,1,[0.7456538  0.25434625],,[ 0.44961813 -0.6259469 ],,0,,1,
Images/UTKFace/10_0_0_20161220222308131.jpg.chip.jpg,0,[0.44321123 0.55678874],,[-0.14866742  0.07947202],,1,,0,
Images/UTKFace/10_0_0_20170110220403810.jpg.chip.jpg,0,[0.72030115 0.2796988 ],,[ 0.38147512 -0.56448096],,0,,0,
Images/UTKFace/10_0_0_20170110224255796.jpg.chip.jpg,0,[0.5788606  0.42113942],,[-0.00137767 -0.31947532],,0,,0,
Images/UTKFace/10_0_0_20170116201102149.jpg.chip.jpg,0,[0.49842882 0.5015712 ],,[-0.08229791 -0.0760131 ],,1,,0,
Images/UTKFace/10_0_1_20170116225209209.jpg.chip.jpg,1,[0.73941135 0.26058862],,[ 0.4980552  -0.54485625],,0,,0,
Images/UTKFace/10_0_3_20170104225238736.jpg.chip.jpg,1,[0.49475265 0.50524735],,[-0.04394443 -0.02295426],,1,,0,
Images/UTKFace/10_1_0_20170109203218966.jpg.chip.jpg,0,[0.5184646 0.4815354],,[-0.0376816  -0.11157369],,0,,1,
Images/UTKFace/10_1_3_20170109205323078.jpg.chip.jpg,1,[0.5067885  0.49321148],,[-0.08385057 -0.11100637],,0,,1,
Images/UTKFace/10_1_3_20170112211048149.jpg.chip.jpg,1,[0.8604224 0.1395776],,[ 0.837133   -0.98166966],,0,,1,
Images/UTKFace/10_1_3_20170119150820222.jpg.chip.jpg,1,[0.7266363 0.2733637],,[ 0.43102202 -0.5466009 ],,0,,1,
Images/UTKFace/10_1_4_20170117195152197.jpg.chip.jpg,1,[0.62944597 0.37055406],,[ 0.20132339 -0.32851738],,0,,1,
Images/UTKFace/110_1_0_20170120134701015.jpg.chip.jpg,0,[0.7011075  0.29889247],,[ 0.37366906 -0.47890833],,0,,1,
Images/UTKFace/116_1_2_20170112220255503.jpg.chip.jpg,1,[0.74961007 0.25038996],,[ 0.27866048 -0.817873  ],,0,,1,
Images/UTKFace/11_1_0_20170109203327397.jpg.chip.jpg,0,[0.7099369  0.29006305],,[ 0.34353912 -0.55153865],,0,,1,
Images/UTKFace/11_1_0_20170109204614249.jpg.chip.jpg,0,[0.74345917 0.25654078],,[ 0.25926545 -0.8047608 ],,0,,1,
Images/UTKFace/11_1_0_20170109205013531.jpg.chip.jpg,0,[0.28243548 0.7175645 ],,[-0.6042432  0.3281695],,1,,1,
Images/UTKFace/11_1_0_20170110224810583.jpg.chip.jpg,0,[0.63355607 0.36644387],,[ 0.21400827 -0.33349478],,0,,1,
Images/UTKFace/11_1_1_20170109203712835.jpg.chip.jpg,1,[0.18734424 0.81265575],,[-0.8276389  0.6397209],,1,,1,
