face_name_align,race,age_bin_scores_fair,race_scores_fair,age_bin_outputs,race_outputs,age_bin_preds_fair,race_preds_fair,age_bin,race
Images/UTKFace/3_0_0_20170110212752045.jpg.chip.jpg,0,[0.01449888 0.9855011 ],,[-2.4464316  1.772647 ],,1,,0,
Images/UTKFace/9_0_0_20170110220413289.jpg.chip.jpg,0,[0.99872965 0.00127034],,[ 3.108031  -3.5591676],,0,,0,
Images/UTKFace/24_1_0_20170105183611646.jpg.chip.jpg,0,[0.866511   0.13348901],,[ 0.82927394 -1.0411816 ],,0,,0,
Images/UTKFace/5_1_0_20170117140150663.jpg.chip.jpg,0,[0.97863024 0.02136975],,[ 1.800744  -2.0234334],,0,,0,
Images/UTKFace/28_0_0_20170117180145941.jpg.chip.jpg,0,[0.9696932  0.03030677],,[ 1.5820426 -1.8835659],,0,,0,
Images/UTKFace/22_0_0_20170117143224571.jpg.chip.jpg,0,[0.9885548  0.01144518],,[ 2.0174057 -2.4412699],,0,,0,
Images/UTKFace/32_0_0_20170116201321051.jpg.chip.jpg,0,[0.91178983 0.08821012],,[ 0.97940993 -1.3562781 ],,0,,0,
Images/UTKFace/32_1_0_20170103182614674.jpg.chip.jpg,0,[0.94106686 0.05893319],,[ 1.3402783 -1.4303315],,0,,0,
Images/UTKFace/9_0_0_20170110221724498.jpg.chip.jpg,0,[0.9937049  0.00629506],,[ 2.327905 -2.73377 ],,0,,0,
Images/UTKFace/26_0_0_20170113210319790.jpg.chip.jpg,0,[0.28621376 0.71378624],,[-0.54454     0.36930472],,1,,0,
Images/UTKFace/12_0_0_20170110215739155.jpg.chip.jpg,0,[0.98110485 0.01889517],,[ 1.677958 -2.271815],,0,,0,
Images/UTKFace/24_0_0_20170117150031708.jpg.chip.jpg,0,[0.1586015 0.8413985],,[-1.0811412  0.5875295],,1,,0,
Images/UTKFace/9_0_0_20170110221716630.jpg.chip.jpg,0,[0.99863917 0.00136088],,[ 3.102058  -3.4962018],,0,,0,
Images/UTKFace/2_0_0_20161219162303390.jpg.chip.jpg,0,[9.999919e-01 8.121451e-06],,[ 5.547875  -6.1731186],,0,,0,
Images/UTKFace/25_1_0_20170117140624359.jpg.chip.jpg,0,[0.9754287  0.02457132],,[ 1.6030885 -2.0782084],,0,,0,
Images/UTKFace/4_0_0_20170110213121589.jpg.chip.jpg,0,[9.995539e-01 4.460166e-04],,[ 3.571458 -4.14325 ],,0,,0,
Images/UTKFace/1_0_0_20161219203503252.jpg.chip.jpg,0,[9.9926817e-01 7.3185377e-04],,[ 3.4718015 -3.7473962],,0,,0,
Images/UTKFace/14_1_0_20170103201911744.jpg.chip.jpg,0,[0.5987816  0.40121835],,[-0.16980287 -0.570194  ],,0,,0,
Images/UTKFace/26_0_0_20170117120944631.jpg.chip.jpg,0,[0.18720585 0.8127941 ],,[-0.9571498  0.5111192],,1,,0,
Images/UTKFace/1_0_0_20170110212601951.jpg.chip.jpg,0,[0.99783516 0.00216478],,[ 2.8662856 -3.2669826],,0,,0,
Images/UTKFace/26_0_0_20170117195903790.jpg.chip.jpg,0,[0.8856312  0.11436877],,[ 0.86415565 -1.1827168 ],,0,,0,
Images/UTKFace/9_0_0_20170110221701052.jpg.chip.jpg,0,[0.97413313 0.02586683],,[ 1.5288669 -2.0997195],,0,,0,
Images/UTKFace/27_0_0_20170117202108094.jpg.chip.jpg,0,[0.4819462 0.5180538],,[-0.27505022 -0.20280366],,1,,0,
Images/UTKFace/8_1_0_20170109205127726.jpg.chip.jpg,0,[0.9648073  0.03519275],,[ 1.5014402 -1.8096482],,0,,0,
Images/UTKFace/14_1_0_20170109213522480.jpg.chip.jpg,0,[0.9936441  0.00635585],,[ 2.3175085 -2.7344947],,0,,0,
Images/UTKFace/22_1_0_20170116220932996.jpg.chip.jpg,0,[0.70103943 0.29896057],,[ 0.32602283 -0.5262296 ],,0,,0,
Images/UTKFace/9_0_0_20170110220441522.jpg.chip.jpg,0,[0.9744309  0.02556912],,[ 1.6247319 -2.015736 ],,0,,0,
Images/UTKFace/9_0_0_20170110215520268.jpg.chip.jpg,0,[0.99512696 0.00487306],,[ 2.3944314 -2.9247172],,0,,0,
Images/UTKFace/18_1_0_20170109214215051.jpg.chip.jpg,0,[0.8980116  0.10198838],,[ 0.9573215 -1.2180027],,0,,0,
Images/UTKFace/18_1_0_20170109212905543.jpg.chip.jpg,0,[0.88818985 0.11181018],,[ 0.82501435 -1.2473687 ],,0,,0,
Images/UTKFace/18_1_0_20170109213856511.jpg.chip.jpg,0,[9.991713e-01 8.286476e-04],,[ 3.286737  -3.8081496],,0,,0,
Images/UTKFace/8_1_0_20170109205018500.jpg.chip.jpg,0,[9.9995190e-01 4.8156944e-05],,[ 4.5432878 -5.3977094],,0,,0,
Images/UTKFace/4_1_0_20170109201611941.jpg.chip.jpg,0,[0.93590266 0.06409741],,[ 1.0978593 -1.5832483],,0,,0,
