face_name_align,gender,race_scores_fair,gender_scores_fair,race_outputs,gender_outputs,race_preds_fair,gender_preds_fair,race,gender
Images/UTKFace/40_0_0_20170117140006196.jpg.chip.jpg,0,[0.97072667 0.02927335],,[ 1.633591  -1.8677763],,0,,0,
Images/UTKFace/25_0_0_20170116223144178.jpg.chip.jpg,0,[0.34285355 0.65714645],,[-0.5505491   0.10005435],,1,,0,
Images/UTKFace/40_0_0_20170117134415492.jpg.chip.jpg,0,[0.99712497 0.00287507],,[ 2.6785326 -3.1702652],,0,,0,
Images/UTKFace/50_0_0_20170117160624326.jpg.chip.jpg,0,[0.90735143 0.09264858],,[ 1.040683  -1.2410333],,0,,0,
Images/UTKFace/68_0_0_20170117171408597.jpg.chip.jpg,0,[0.394578 0.605422],,[-0.38531762  0.04279126],,1,,0,
Images/UTKFace/9_0_0_20170110221701052.jpg.chip.jpg,0,[0.9140242  0.08597586],,[ 1.1075598 -1.2562307],,0,,0,
Images/UTKFace/4_0_0_20170105183540567.jpg.chip.jpg,0,[0.7302974  0.26970264],,[ 0.3381058 -0.6580259],,0,,0,
Images/UTKFace/47_0_0_20170119205119560.jpg.chip.jpg,0,[0.08514917 0.91485083],,[-1.3761315  0.998225 ],,1,,0,
Images/UTKFace/40_0_0_20170117151450653.jpg.chip.jpg,0,[0.93956447 0.06043552],,[ 0.97082365 -1.7730157 ],,0,,0,
Images/UTKFace/25_0_0_20170117151532082.jpg.chip.jpg,0,[0.9750236  0.02497637],,[ 1.5049632 -2.1595683],,0,,0,
Images/UTKFace/60_0_0_20170109013457906.jpg.chip.jpg,0,[0.49214745 0.50785255],,[-0.40245712 -0.37104428],,1,,0,
Images/UTKFace/12_0_0_20170117182308749.jpg.chip.jpg,0,[0.8529903  0.14700972],,[ 0.8087109 -0.9495385],,0,,0,
Images/UTKFace/45_0_0_20170104184307637.jpg.chip.jpg,0,[0.9237088  0.07629119],,[ 0.95636076 -1.5374786 ],,0,,0,
