face_name_align,race,age_bin_scores_fair,race_scores_fair,age_bin_outputs,race_outputs,age_bin_preds_fair,race_preds_fair,age_bin,race
Images/UTKFace/3_0_0_20170110212752045.jpg.chip.jpg,0,[0.06956965 0.93043035],,[-1.490868   1.1024508],,1,,0,
Images/UTKFace/9_0_0_20170110220413289.jpg.chip.jpg,0,[0.78539723 0.21460277],,[ 0.542865  -0.7545359],,0,,0,
Images/UTKFace/24_1_0_20170105183611646.jpg.chip.jpg,0,[0.7253581  0.27464193],,[ 0.35785913 -0.6133381 ],,0,,0,
Images/UTKFace/5_1_0_20170117140150663.jpg.chip.jpg,0,[0.9692444  0.03075554],,[ 1.5509617 -1.8994849],,0,,0,
Images/UTKFace/28_0_0_20170117180145941.jpg.chip.jpg,0,[0.31390235 0.6860977 ],,[-0.4814682  0.3004698],,1,,0,
Images/UTKFace/22_0_0_20170117143224571.jpg.chip.jpg,0,[0.6329417  0.36705825],,[ 0.09072793 -0.45412987],,0,,0,
Images/UTKFace/32_0_0_20170116201321051.jpg.chip.jpg,0,[0.9770776  0.02292238],,[ 1.6096106 -2.1428416],,0,,0,
Images/UTKFace/32_1_0_20170103182614674.jpg.chip.jpg,0,[0.79013795 0.20986207],,[ 0.59793377 -0.7278233 ],,0,,0,
Images/UTKFace/9_0_0_20170110221724498.jpg.chip.jpg,0,[0.4177521  0.58224785],,[-0.20694986  0.12505822],,1,,0,
Images/UTKFace/26_0_0_20170113210319790.jpg.chip.jpg,0,[0.05806154 0.94193846],,[-1.5356576  1.2507789],,1,,0,
Images/UTKFace/12_0_0_20170110215739155.jpg.chip.jpg,0,[0.8971121  0.10288796],,[ 0.9847562 -1.180784 ],,0,,0,
Images/UTKFace/24_0_0_20170117150031708.jpg.chip.jpg,0,[0.46564266 0.5343573 ],,[-0.2493381  -0.11169201],,1,,0,
Images/UTKFace/9_0_0_20170110221716630.jpg.chip.jpg,0,[0.31708866 0.6829113 ],,[-0.42194796  0.3452356 ],,1,,0,
Images/UTKFace/2_0_0_20161219162303390.jpg.chip.jpg,0,[0.9973078  0.00269221],,[ 2.5152733 -3.3994226],,0,,0,
Images/UTKFace/25_1_0_20170117140624359.jpg.chip.jpg,0,[0.8706942  0.12930582],,[ 0.8057651 -1.1013454],,0,,0,
Images/UTKFace/4_0_0_20170110213121589.jpg.chip.jpg,0,[0.8804544  0.11954559],,[ 0.83347505 -1.1632651 ],,0,,0,
Images/UTKFace/1_0_0_20161219203503252.jpg.chip.jpg,0,[0.9950163 0.0049837],,[ 2.279885  -3.0167022],,0,,0,
Images/UTKFace/14_1_0_20170103201911744.jpg.chip.jpg,0,[0.85982966 0.14017034],,[ 0.71603143 -1.0978446 ],,0,,0,
Images/UTKFace/26_0_0_20170117120944631.jpg.chip.jpg,0,[0.34537935 0.65462065],,[-0.39381403  0.2455984 ],,1,,0,
Images/UTKFace/1_0_0_20170110212601951.jpg.chip.jpg,0,[0.9903641  0.00963594],,[ 2.0168774 -2.615695 ],,0,,0,
Images/UTKFace/26_0_0_20170117195903790.jpg.chip.jpg,0,[0.7329945  0.26700553],,[ 0.41408956 -0.59577936],,0,,0,
Images/UTKFace/9_0_0_20170110221701052.jpg.chip.jpg,0,[0.7106233  0.28937665],,[ 0.35690093 -0.54151255],,0,,0,
Images/UTKFace/27_0_0_20170117202108094.jpg.chip.jpg,0,[0.43977657 0.5602234 ],,[-0.27634025 -0.03427147],,1,,0,
Images/UTKFace/8_1_0_20170109205127726.jpg.chip.jpg,0,[0.9759513  0.02404868],,[ 1.7008106 -2.002522 ],,0,,0,
Images/UTKFace/14_1_0_20170109213522480.jpg.chip.jpg,0,[0.97408724 0.0259128 ],,[ 1.689243  -1.9375207],,0,,0,
Images/UTKFace/22_1_0_20170116220932996.jpg.chip.jpg,0,[0.90068525 0.09931476],,[ 0.96784705 -1.2370147 ],,0,,0,
Images/UTKFace/9_0_0_20170110220441522.jpg.chip.jpg,0,[0.7024154  0.29758465],,[ 0.33983424 -0.51899195],,0,,0,
Images/UTKFace/9_0_0_20170110215520268.jpg.chip.jpg,0,[0.80353546 0.19646452],,[ 0.46028164 -0.94825774],,0,,0,
Images/UTKFace/18_1_0_20170109214215051.jpg.chip.jpg,0,[0.85805345 0.1419466 ],,[ 0.74537486 -1.0538405 ],,0,,0,
Images/UTKFace/18_1_0_20170109212905543.jpg.chip.jpg,0,[0.61746407 0.38253593],,[ 0.10502513 -0.3737732 ],,0,,0,
Images/UTKFace/18_1_0_20170109213856511.jpg.chip.jpg,0,[0.94112027 0.05887973],,[ 1.2283294 -1.5432446],,0,,0,
Images/UTKFace/8_1_0_20170109205018500.jpg.chip.jpg,0,[0.8625913  0.13740864],,[ 0.73346525 -1.1035165 ],,0,,0,
Images/UTKFace/4_1_0_20170109201611941.jpg.chip.jpg,0,[0.20427863 0.79572135],,[-0.79250175  0.56726253],,1,,0,
Images/UTKFace/18_1_0_20170109214557098.jpg.chip.jpg,0,[0.8665478  0.13345218],,[ 0.7872666 -1.0835074],,0,,0,
Images/UTKFace/10_0_0_20161220222308131.jpg.chip.jpg,0,[0.7423933 0.2576067],,[ 0.31744128 -0.74100393],,0,,0,
Images/UTKFace/12_0_0_20170117182308749.jpg.chip.jpg,0,[0.504318   0.49568197],,[-0.07325707 -0.09052964],,0,,0,
Images/UTKFace/1_1_0_20170109191021631.jpg.chip.jpg,0,[0.9983455 0.0016545],,[ 2.754242  -3.6483562],,0,,0,
Images/UTKFace/1_1_0_20170110212607474.jpg.chip.jpg,0,[0.99572843 0.00427157],,[ 2.4567807 -2.9947124],,0,,0,
Images/UTKFace/30_1_0_20170117151337477.jpg.chip.jpg,0,[0.48151833 0.5184817 ],,[-0.21487187 -0.14091147],,1,,0,
Images/UTKFace/32_1_0_20170116221804392.jpg.chip.jpg,0,[0.5177318 0.4822682],,[-0.09363239 -0.16458933],,0,,0,
Images/UTKFace/20_1_0_20170117133854316.jpg.chip.jpg,0,[0.9082821  0.09171791],,[ 0.9461671 -1.3466702],,0,,0,
Images/UTKFace/26_0_0_20170113182141220.jpg.chip.jpg,0,[0.8005178  0.19948226],,[ 0.56651485 -0.8230186 ],,0,,0,
Images/UTKFace/16_1_0_20170109213954271.jpg.chip.jpg,0,[0.64748615 0.35251385],,[ 0.23373158 -0.37427583],,0,,0,
Images/UTKFace/8_1_0_20170109205024714.jpg.chip.jpg,0,[0.9411249  0.05887504],,[ 1.2505064 -1.5211524],,0,,0,
Images/UTKFace/13_0_0_20170103200550455.jpg.chip.jpg,0,[0.57174957 0.42825046],,[-0.00811407 -0.29710692],,0,,0,
Images/UTKFace/17_1_0_20170109213642438.jpg.chip.jpg,0,[0.94661534 0.0533847 ],,[ 1.2784166 -1.596952 ],,0,,0,
Images/UTKFace/18_0_0_20170117135529944.jpg.chip.jpg,0,[0.8892609 0.1107391],,[ 0.97945297 -1.1037607 ],,0,,0,
Images/UTKFace/20_0_0_20170117140056058.jpg.chip.jpg,0,[0.94704735 0.05295265],,[ 1.3503461 -1.5336049],,0,,0,
Images/UTKFace/8_0_0_20170110220038315.jpg.chip.jpg,0,[0.91856235 0.08143766],,[ 1.0699497 -1.3530223],,0,,0,
Images/UTKFace/15_0_0_20170104225947233.jpg.chip.jpg,0,[0.85727954 0.14272045],,[ 0.7740358 -1.0188403],,0,,0,
Images/UTKFace/4_0_0_20170110213526716.jpg.chip.jpg,0,[0.9749933 0.0250067],,[ 1.4851687 -2.1781182],,0,,0,
Images/UTKFace/33_0_0_20170109001152301.jpg.chip.jpg,0,[0.59209853 0.4079015 ],,[ 0.09129559 -0.2813517 ],,0,,0,
Images/UTKFace/24_1_0_20170116211912644.jpg.chip.jpg,0,[0.8785184  0.12148153],,[ 0.73874426 -1.2397305 ],,0,,0,
Images/UTKFace/26_0_0_20170117200723805.jpg.chip.jpg,0,[0.51049554 0.48950446],,[-0.08190504 -0.12389338],,0,,0,
Images/UTKFace/32_0_0_20170117122038021.jpg.chip.jpg,0,[0.8478011  0.15219894],,[ 0.68417174 -1.0332857 ],,0,,0,
Images/UTKFace/4_0_0_20170110213530901.jpg.chip.jpg,0,[0.86914897 0.13085106],,[ 0.8054193 -1.0880353],,0,,0,
Images/UTKFace/25_1_0_20170116223827511.jpg.chip.jpg,0,[0.68168104 0.31831902],,[ 0.25570184 -0.5058059 ],,0,,0,
Images/UTKFace/26_1_0_20170116175417440.jpg.chip.jpg,0,[0.8029947  0.19700535],,[ 0.5736216 -0.8314957],,0,,0,
Images/UTKFace/1_1_0_20161219222133615.jpg.chip.jpg,0,[0.98258686 0.01741316],,[ 1.7350104 -2.2979522],,0,,0,
Images/UTKFace/30_0_0_20170117143502368.jpg.chip.jpg,0,[0.70471746 0.2952825 ],,[ 0.28505996 -0.58480453],,0,,0,
Images/UTKFace/25_0_0_20170116213542860.jpg.chip.jpg,0,[0.94065446 0.05934552],,[ 1.1837358 -1.5794634],,0,,0,
Images/UTKFace/29_0_0_20170104205704132.jpg.chip.jpg,0,[0.27359906 0.7264009 ],,[-0.5666723  0.4097661],,1,,0,
Images/UTKFace/24_1_0_20170105000720347.jpg.chip.jpg,0,[0.53394043 0.46605963],,[-0.02551297 -0.16148372],,0,,0,
Images/UTKFace/26_1_0_20170117003252979.jpg.chip.jpg,0,[0.8890356  0.11096441],,[ 0.8522313 -1.2286965],,0,,0,
Images/UTKFace/1_0_0_20161220201355210.jpg.chip.jpg,0,[0.78308463 0.21691538],,[ 0.5104233 -0.77331  ],,0,,0,
Images/UTKFace/1_0_0_20170110213104570.jpg.chip.jpg,0,[0.8294155  0.17058447],,[ 0.48991165 -1.0915791 ],,0,,0,
Images/UTKFace/21_0_0_20170117142009042.jpg.chip.jpg,0,[0.5724253  0.42757472],,[-0.0791067  -0.37085986],,0,,0,
Images/UTKFace/19_1_0_20170109205400352.jpg.chip.jpg,0,[0.59422165 0.4057783 ],,[ 0.07141693 -0.31002852],,0,,0,
Images/UTKFace/8_1_0_20170117175940947.jpg.chip.jpg,0,[0.78431493 0.21568508],,[ 0.4921778 -0.7988134],,0,,0,
Images/UTKFace/8_1_0_20170117175943380.jpg.chip.jpg,0,[0.9547234  0.04527656],,[ 1.3111216 -1.7375107],,0,,0,
Images/UTKFace/26_1_0_20170117001335885.jpg.chip.jpg,0,[0.97091186 0.02908819],,[ 1.6167474 -1.8911561],,0,,0,
Images/UTKFace/18_1_0_20170109213103958.jpg.chip.jpg,0,[0.2719109 0.7280891],,[-0.56687313  0.41807592],,1,,0,
Images/UTKFace/18_1_0_20170109214120554.jpg.chip.jpg,0,[0.827301   0.17269896],,[ 0.65405136 -0.91256726],,0,,0,
Images/UTKFace/33_1_0_20170103180737106.jpg.chip.jpg,0,[0.6567125  0.34328753],,[ 0.2261422  -0.42253575],,0,,0,
Images/UTKFace/29_0_0_20170117180839466.jpg.chip.jpg,0,[0.8507176  0.14928238],,[ 0.7307978 -1.0094427],,0,,0,
Images/UTKFace/18_1_0_20170109214610454.jpg.chip.jpg,0,[0.8724043  0.12759568],,[ 0.8583807 -1.0640057],,0,,0,
Images/UTKFace/30_1_0_20170117170803122.jpg.chip.jpg,0,[0.8294997  0.17050023],,[ 0.6449903  -0.93709576],,0,,0,
Images/UTKFace/25_0_0_20170116220630282.jpg.chip.jpg,0,[0.4583123 0.5416877],,[-0.15718165  0.00995712],,1,,0,
Images/UTKFace/24_0_0_20170119150204399.jpg.chip.jpg,0,[0.58227676 0.41772327],,[ 0.04134489 -0.29078186],,0,,0,
Images/UTKFace/30_0_0_20170104201747498.jpg.chip.jpg,0,[0.751682   0.24831802],,[ 0.50813967 -0.5994635 ],,0,,0,
Images/UTKFace/21_1_0_20170116214444473.jpg.chip.jpg,0,[0.29035082 0.7096492 ],,[-0.5396387  0.3540421],,1,,0,
Images/UTKFace/25_0_0_20170113181532013.jpg.chip.jpg,0,[0.71589774 0.28410232],,[ 0.37249812 -0.5517049 ],,0,,0,
Images/UTKFace/30_0_0_20170117130636837.jpg.chip.jpg,0,[0.2398374 0.7601626],,[-0.7413297   0.41224155],,1,,0,
Images/UTKFace/18_1_0_20170109213933756.jpg.chip.jpg,0,[0.8545765  0.14542343],,[ 0.7626115 -1.008345 ],,0,,0,
Images/UTKFace/4_0_0_20161219204117636.jpg.chip.jpg,0,[0.97542137 0.02457864],,[ 1.3973649 -2.2836268],,0,,0,
Images/UTKFace/12_1_0_20170109203700059.jpg.chip.jpg,0,[0.32459268 0.67540735],,[-0.43878505  0.29395986],,1,,0,
Images/UTKFace/32_0_0_20170105172708084.jpg.chip.jpg,0,[0.42249992 0.5775001 ],,[-0.2435594   0.06895994],,1,,0,
Images/UTKFace/31_1_0_20170105162708403.jpg.chip.jpg,0,[0.60370237 0.39629763],,[ 0.14747018 -0.27344546],,0,,0,
Images/UTKFace/13_0_0_20170104012531409.jpg.chip.jpg,0,[0.49139395 0.5086061 ],,[-0.14429778 -0.10987024],,1,,0,
Images/UTKFace/7_0_0_20170112211931030.jpg.chip.jpg,0,[0.49890435 0.5010956 ],,[-0.09230646 -0.0879239 ],,1,,0,
Images/UTKFace/2_0_0_20161219162259070.jpg.chip.jpg,0,[0.06830744 0.9316926 ],,[-1.5177817  1.0952026],,1,,0,
Images/UTKFace/16_1_0_20170109214342165.jpg.chip.jpg,0,[0.81251246 0.1874875 ],,[ 0.7120821  -0.75433695],,0,,0,
Images/UTKFace/25_1_0_20170119172029833.jpg.chip.jpg,0,[0.56406903 0.43593097],,[ 0.07528038 -0.18241242],,0,,0,
Images/UTKFace/32_1_0_20170117123939602.jpg.chip.jpg,0,[0.7437272  0.25627276],,[ 0.3203097 -0.7451223],,0,,0,
Images/UTKFace/29_1_0_20170117153920514.jpg.chip.jpg,0,[0.41027117 0.58972883],,[-0.28326243  0.07958204],,1,,0,
Images/UTKFace/30_0_0_20170113135527027.jpg.chip.jpg,0,[0.58300596 0.41699404],,[ 0.0471612  -0.28796425],,0,,0,
Images/UTKFace/20_1_0_20170103175525991.jpg.chip.jpg,0,[0.30439153 0.6956085 ],,[-0.566788    0.25968412],,1,,0,
Images/UTKFace/34_1_0_20170116160755190.jpg.chip.jpg,0,[0.61510986 0.38489014],,[ 0.1657896  -0.30305338],,0,,0,
Images/UTKFace/13_1_0_20170109204325267.jpg.chip.jpg,0,[0.7943208  0.20567922],,[ 0.44931623 -0.90185344],,0,,0,
Images/UTKFace/26_0_0_20170113135319121.jpg.chip.jpg,0,[0.7697923  0.23020771],,[ 0.4517232 -0.7554155],,0,,0,
Images/UTKFace/32_1_0_20170117160432855.jpg.chip.jpg,0,[0.28931224 0.71068776],,[-0.64808375  0.25064287],,1,,0,
Images/UTKFace/26_0_0_20170116193305807.jpg.chip.jpg,0,[0.86691463 0.13308544],,[ 0.7700113 -1.1039379],,0,,0,
Images/UTKFace/2_0_0_20161219163848775.jpg.chip.jpg,0,[0.9817547 0.0182453],,[ 1.8434137 -2.1420205],,0,,0,
Images/UTKFace/15_0_0_20170116201253769.jpg.chip.jpg,0,[0.85367924 0.14632075],,[ 0.7524283 -1.011326 ],,0,,0,
Images/UTKFace/3_0_0_20170110211507718.jpg.chip.jpg,0,[0.5977975  0.40220252],,[ 0.1253237  -0.27097264],,0,,0,
Images/UTKFace/28_0_0_20170117120226377.jpg.chip.jpg,0,[0.588777   0.41122305],,[ 0.07360383 -0.28530794],,0,,0,
Images/UTKFace/31_1_0_20170117133422225.jpg.chip.jpg,0,[0.7736086  0.22639136],,[ 0.4821312  -0.74666977],,0,,0,
Images/UTKFace/2_0_0_20170109193359075.jpg.chip.jpg,0,[0.97563964 0.02436035],,[ 1.6188582 -2.0712783],,0,,0,
Images/UTKFace/26_1_0_20170117174305030.jpg.chip.jpg,0,[0.78071094 0.21928903],,[ 0.5991657 -0.6706487],,0,,0,
Images/UTKFace/34_0_0_20170117152424716.jpg.chip.jpg,0,[0.1303142 0.8696858],,[-1.147524   0.7506595],,1,,0,
Images/UTKFace/32_1_0_20170117134735611.jpg.chip.jpg,0,[0.56192607 0.43807393],,[-0.01739667 -0.2663792 ],,0,,0,
Images/UTKFace/22_1_0_20170117143702099.jpg.chip.jpg,0,[0.836817   0.16318294],,[ 0.7343782 -0.9003554],,0,,0,
Images/UTKFace/4_0_0_20170105183540567.jpg.chip.jpg,0,[0.7752975  0.22470246],,[ 0.49950737 -0.7389624 ],,0,,0,
Images/UTKFace/13_0_0_20170110232519225.jpg.chip.jpg,0,[0.9490559  0.05094413],,[ 1.3815638 -1.5431741],,0,,0,
Images/UTKFace/29_1_0_20170104185616837.jpg.chip.jpg,0,[0.26751873 0.73248124],,[-0.6715479   0.33570033],,1,,0,
Images/UTKFace/16_0_0_20170104012330536.jpg.chip.jpg,0,[0.548013 0.451987],,[-0.08390638 -0.27655196],,0,,0,
Images/UTKFace/14_1_0_20170104011720664.jpg.chip.jpg,0,[0.7996327 0.2003673],,[ 0.5296191 -0.8543812],,0,,0,
Images/UTKFace/1_1_0_20170109193014933.jpg.chip.jpg,0,[0.9102103  0.08978964],,[ 0.8429117 -1.4732943],,0,,0,
Images/UTKFace/26_1_0_20170117175317465.jpg.chip.jpg,0,[0.78897667 0.21102338],,[ 0.49609423 -0.82267356],,0,,0,
Images/UTKFace/29_0_0_20170117171827563.jpg.chip.jpg,0,[0.8119513  0.18804875],,[ 0.5909378 -0.8718014],,0,,0,
Images/UTKFace/32_1_0_20170117134809503.jpg.chip.jpg,0,[0.5568962  0.44310376],,[ 0.06676546 -0.16180944],,0,,0,
Images/UTKFace/33_0_0_20170105164910285.jpg.chip.jpg,0,[0.36506647 0.63493353],,[-0.32231396  0.23112695],,1,,0,
Images/UTKFace/16_1_0_20170109214621700.jpg.chip.jpg,0,[0.5490633 0.4509367],,[ 0.00118664 -0.19570003],,0,,0,
Images/UTKFace/27_1_0_20170117144846034.jpg.chip.jpg,0,[0.8741556  0.12584443],,[ 0.820074  -1.1181378],,0,,0,
Images/UTKFace/20_1_0_20170117135500046.jpg.chip.jpg,0,[0.89149165 0.10850839],,[ 0.869929  -1.2361395],,0,,0,
Images/UTKFace/34_0_0_20170117123737793.jpg.chip.jpg,0,[0.16842034 0.8315796 ],,[-0.9304999   0.66636425],,1,,0,
Images/UTKFace/13_1_0_20170109204048554.jpg.chip.jpg,0,[0.9671522  0.03284783],,[ 1.453797  -1.9286734],,0,,0,
Images/UTKFace/12_1_0_20170117181943783.jpg.chip.jpg,0,[0.94277525 0.05722478],,[ 1.2810241 -1.5208168],,0,,0,
Images/UTKFace/34_0_0_20170104204349707.jpg.chip.jpg,0,[0.29622442 0.7037756 ],,[-0.5320047   0.33333746],,1,,0,
Images/UTKFace/17_1_0_20170111182452732.jpg.chip.jpg,0,[0.9018253  0.09817465],,[ 0.96118206 -1.2564907 ],,0,,0,
Images/UTKFace/3_1_0_20170109193833863.jpg.chip.jpg,0,[0.9439243  0.05607569],,[ 1.1764934 -1.6468503],,0,,0,
Images/UTKFace/3_1_0_20161219205449493.jpg.chip.jpg,0,[0.9470906  0.05290937],,[ 1.1962402 -1.688574 ],,0,,0,
Images/UTKFace/1_0_0_20170110213206043.jpg.chip.jpg,0,[0.9972201  0.00277995],,[ 2.5592728 -3.3232672],,0,,0,
Images/UTKFace/24_0_0_20170116215532270.jpg.chip.jpg,0,[0.62527716 0.3747228 ],,[ 0.17260669 -0.33940163],,0,,0,
Images/UTKFace/26_0_0_20170113210127348.jpg.chip.jpg,0,[0.3660504  0.63394964],,[-0.3234592   0.22573936],,1,,0,
Images/UTKFace/13_1_0_20170109203635557.jpg.chip.jpg,0,[0.98361325 0.01638672],,[ 1.9144127 -2.1803486],,0,,0,
Images/UTKFace/26_0_0_20170117200559815.jpg.chip.jpg,0,[0.78179955 0.21820039],,[ 0.55145025 -0.7247344 ],,0,,0,
Images/UTKFace/7_0_0_20170110215603860.jpg.chip.jpg,0,[0.0839767 0.9160233],,[-1.3987714   0.99073106],,1,,0,
Images/UTKFace/26_0_0_20170117195612332.jpg.chip.jpg,0,[0.22775538 0.7722446 ],,[-0.7736613   0.44736788],,1,,0,
Images/UTKFace/11_1_0_20170109203327397.jpg.chip.jpg,0,[0.84111106 0.15888895],,[ 0.69963694 -0.9668813 ],,0,,0,
Images/UTKFace/1_1_0_20170109194410994.jpg.chip.jpg,0,[0.9583012  0.04169887],,[ 1.3795159 -1.7551724],,0,,0,
Images/UTKFace/15_1_0_20170109214723528.jpg.chip.jpg,0,[0.9893952  0.01060477],,[ 1.9231437 -2.6126466],,0,,0,
