face_name_align,gender,race_scores_fair,gender_scores_fair,race_outputs,gender_outputs,race_preds_fair,gender_preds_fair,race,gender
Images/UTKFace/40_0_0_20170117140006196.jpg.chip.jpg,0,[0.92310447 0.07689552],,[ 0.94561857 -1.5396763 ],,0,,0,
Images/UTKFace/25_0_0_20170116223144178.jpg.chip.jpg,0,[0.9876831  0.01231691],,[ 1.9101923 -2.4741967],,0,,0,
Images/UTKFace/40_0_0_20170117134415492.jpg.chip.jpg,0,[9.999012e-01 9.881487e-05],,[ 4.6865225 -4.535641 ],,0,,0,
Images/UTKFace/50_0_0_20170117160624326.jpg.chip.jpg,0,[0.9657693  0.03423069],,[ 1.3718939 -1.9679086],,0,,0,
Images/UTKFace/68_0_0_20170117171408597.jpg.chip.jpg,0,[0.9397637  0.06023624],,[ 1.1191795 -1.6281748],,0,,0,
Images/UTKFace/9_0_0_20170110221701052.jpg.chip.jpg,0,[0.96392226 0.03607776],,[ 1.4164028 -1.8689313],,0,,0,
Images/UTKFace/4_0_0_20170105183540567.jpg.chip.jpg,0,[0.36594075 0.63405925],,[-0.5918892  -0.04221817],,1,,0,
Images/UTKFace/47_0_0_20170119205119560.jpg.chip.jpg,0,[0.03280083 0.9671992 ],,[-1.9598085  1.4241422],,1,,0,
Images/UTKFace/40_0_0_20170117151450653.jpg.chip.jpg,0,[0.8124058  0.18759419],,[ 0.37435672 -1.0913622 ],,0,,0,
Images/UTKFace/25_0_0_20170117151532082.jpg.chip.jpg,0,[0.99750507 0.00249495],,[ 2.8262062 -3.1647813],,0,,0,
Images/UTKFace/60_0_0_20170109013457906.jpg.chip.jpg,0,[0.96953124 0.03046878],,[ 1.5467461 -1.913364 ],,0,,0,
Images/UTKFace/12_0_0_20170117182308749.jpg.chip.jpg,0,[0.99401075 0.00598926],,[ 2.5205848 -2.591196 ],,0,,0,
Images/UTKFace/45_0_0_20170104184307637.jpg.chip.jpg,0,[0.9984698  0.00153019],,[ 2.9477584 -3.5330744],,0,,0,
Images/UTKFace/26_0_0_20170117091440776.jpg.chip.jpg,0,[0.9938932  0.00610683],,[ 2.3012223 -2.791    ],,0,,0,
Images/UTKFace/88_0_0_20170113185121024.jpg.chip.jpg,0,[0.9813011  0.01869882],,[ 1.5541991 -2.40622  ],,0,,0,
Images/UTKFace/38_0_0_20170113210604697.jpg.chip.jpg,0,[0.9908112  0.00918876],,[ 2.1830928 -2.4974504],,0,,0,
Images/UTKFace/54_0_0_20170120223256415.jpg.chip.jpg,0,[9.9952292e-01 4.7712194e-04],,[ 3.7613106 -3.8859506],,0,,0,
