face_name_align,gender,race_scores_fair,gender_scores_fair,race_outputs,gender_outputs,race_preds_fair,gender_preds_fair,race,gender
Images/UTKFace/40_0_0_20170117140006196.jpg.chip.jpg,0,[0.9533211  0.04667893],,[ 1.0958606 -1.9207983],,0,,0,
Images/UTKFace/25_0_0_20170116223144178.jpg.chip.jpg,0,[0.5776401 0.4223599],,[-0.05757558 -0.37066877],,0,,0,
Images/UTKFace/40_0_0_20170117134415492.jpg.chip.jpg,0,[0.990674   0.00932598],,[ 2.1251311 -2.54045  ],,0,,0,
Images/UTKFace/50_0_0_20170117160624326.jpg.chip.jpg,0,[0.72576684 0.27423316],,[ 0.06901141 -0.90423864],,0,,0,
Images/UTKFace/68_0_0_20170117171408597.jpg.chip.jpg,0,[0.83362204 0.16637798],,[ 0.50753003 -1.1039879 ],,0,,0,
Images/UTKFace/9_0_0_20170110221701052.jpg.chip.jpg,0,[0.58226347 0.4177365 ],,[-0.01615011 -0.34822237],,0,,0,
Images/UTKFace/4_0_0_20170105183540567.jpg.chip.jpg,0,[0.48680228 0.5131977 ],,[-0.10719655 -0.05439343],,1,,0,
Images/UTKFace/47_0_0_20170119205119560.jpg.chip.jpg,0,[0.55918574 0.44081432],,[-0.18377611 -0.42163405],,0,,0,
Images/UTKFace/40_0_0_20170117151450653.jpg.chip.jpg,0,[0.96204805 0.03795194],,[ 1.4785762 -1.7541674],,0,,0,
Images/UTKFace/25_0_0_20170117151532082.jpg.chip.jpg,0,[0.9529949  0.04700506],,[ 1.1306771 -1.8786771],,0,,0,
Images/UTKFace/60_0_0_20170109013457906.jpg.chip.jpg,0,[0.8380734  0.16192669],,[ 0.4165698 -1.2273922],,0,,0,
Images/UTKFace/12_0_0_20170117182308749.jpg.chip.jpg,0,[0.8645401  0.13545993],,[ 0.7849512 -1.0685705],,0,,0,
Images/UTKFace/45_0_0_20170104184307637.jpg.chip.jpg,0,[0.9668364  0.03316364],,[ 1.346789  -2.0257862],,0,,0,
Images/UTKFace/26_0_0_20170117091440776.jpg.chip.jpg,0,[0.983361   0.01663901],,[ 1.8254542 -2.2537723],,0,,0,
Images/UTKFace/88_0_0_20170113185121024.jpg.chip.jpg,0,[0.9678145  0.03218554],,[ 1.4883873 -1.9151357],,0,,0,
Images/UTKFace/38_0_0_20170113210604697.jpg.chip.jpg,0,[0.99119425 0.00880576],,[ 2.1242852 -2.5992193],,0,,0,
Images/UTKFace/54_0_0_20170120223256415.jpg.chip.jpg,0,[0.991927   0.00807303],,[ 2.2646294 -2.5464919],,0,,0,
Images/UTKFace/78_0_0_20170111210454101.jpg.chip.jpg,0,[0.99439585 0.00560415],,[ 2.3353624 -2.843265 ],,0,,0,
Images/UTKFace/47_0_0_20170117155944017.jpg.chip.jpg,0,[0.99658453 0.00341549],,[ 2.6971416 -2.9788702],,0,,0,
Images/UTKFace/26_0_0_20170117153343071.jpg.chip.jpg,0,[0.47309846 0.52690154],,[-0.4072199  -0.29950953],,1,,0,
Images/UTKFace/58_0_0_20170117184403351.jpg.chip.jpg,0,[0.9962717  0.00372824],,[ 2.5590758 -3.0290086],,0,,0,
Images/UTKFace/53_0_0_20170117163655617.jpg.chip.jpg,0,[9.991645e-01 8.355329e-04],,[ 3.5301285 -3.5564766],,0,,0,
Images/UTKFace/50_0_0_20170117155052592.jpg.chip.jpg,0,[0.77002096 0.22997905],,[ 0.4371463 -0.7712831],,0,,0,
Images/UTKFace/46_0_0_20170104204638611.jpg.chip.jpg,0,[0.88940775 0.11059225],,[ 0.8521019 -1.2326038],,0,,0,
Images/UTKFace/25_0_0_20170116220630282.jpg.chip.jpg,0,[0.9104352  0.08956479],,[ 0.79361224 -1.5253483 ],,0,,0,
Images/UTKFace/42_0_0_20170104184018702.jpg.chip.jpg,0,[0.81704694 0.18295304],,[ 0.26481354 -1.2316535 ],,0,,0,
Images/UTKFace/10_0_0_20170110224255796.jpg.chip.jpg,0,[0.9854082  0.01459179],,[ 1.939139  -2.2734575],,0,,0,
Images/UTKFace/21_0_0_20170117142009042.jpg.chip.jpg,0,[0.9585904  0.04140966],,[ 1.450602  -1.6913477],,0,,0,
Images/UTKFace/25_0_0_20170116222939697.jpg.chip.jpg,0,[0.8664452  0.13355488],,[ 0.6436753 -1.2262111],,0,,0,
Images/UTKFace/13_0_0_20170110225447389.jpg.chip.jpg,0,[0.89704394 0.10295603],,[ 0.9221813 -1.2426215],,0,,0,
Images/UTKFace/25_0_0_20170113181532013.jpg.chip.jpg,0,[0.7050481 0.2949519],,[ 0.18720971 -0.68424404],,0,,0,
Images/UTKFace/9_0_0_20170110221724498.jpg.chip.jpg,0,[0.9284802  0.07151981],,[ 1.1737745 -1.3898   ],,0,,0,
Images/UTKFace/35_0_0_20170116182345117.jpg.chip.jpg,0,[0.30050412 0.6994959 ],,[-0.6409811   0.20391744],,1,,0,
Images/UTKFace/54_0_0_20170104212522653.jpg.chip.jpg,0,[0.96777844 0.03222157],,[ 1.4516861 -1.9506809],,0,,0,
Images/UTKFace/68_0_0_20170117171135900.jpg.chip.jpg,0,[0.3400519 0.6599481],,[-0.4688473   0.19421573],,1,,0,
Images/UTKFace/26_0_0_20170113210319406.jpg.chip.jpg,0,[0.07892823 0.9210717 ],,[-1.452124  1.004875],,1,,0,
Images/UTKFace/52_0_0_20170104212021653.jpg.chip.jpg,0,[0.99263066 0.00736934],,[ 2.3358386 -2.5671923],,0,,0,
Images/UTKFace/30_0_0_20170113135527027.jpg.chip.jpg,0,[0.48524377 0.5147562 ],,[-0.23730412 -0.1782621 ],,1,,0,
Images/UTKFace/65_0_0_20170117160554095.jpg.chip.jpg,0,[0.9538051  0.04619494],,[ 1.2410896 -1.7864995],,0,,0,
Images/UTKFace/67_0_0_20170108235729190.jpg.chip.jpg,0,[0.9972658 0.0027342],,[ 2.708577 -3.190602],,0,,0,
Images/UTKFace/36_0_0_20170117135846415.jpg.chip.jpg,0,[0.6595754  0.34042457],,[-0.03919571 -0.70059854],,0,,0,
Images/UTKFace/43_0_0_20170104210618508.jpg.chip.jpg,0,[0.90879184 0.09120815],,[ 0.74945855 -1.5495133 ],,0,,0,
Images/UTKFace/30_0_0_20170119195542220.jpg.chip.jpg,0,[0.93564427 0.06435574],,[ 1.1088998 -1.5679094],,0,,0,
Images/UTKFace/32_0_0_20170114034605240.jpg.chip.jpg,0,[0.9638382  0.03616176],,[ 1.2168248 -2.0660965],,0,,0,
Images/UTKFace/34_0_0_20170117141607879.jpg.chip.jpg,0,[0.8500753  0.14992464],,[ 0.5903276 -1.1448646],,0,,0,
Images/UTKFace/82_0_0_20170111223913094.jpg.chip.jpg,0,[9.992867e-01 7.132832e-04],,[ 3.3513026 -3.893616 ],,0,,0,
Images/UTKFace/52_0_0_20170117161015463.jpg.chip.jpg,0,[0.9817864  0.01821367],,[ 1.7723484 -2.214853 ],,0,,0,
Images/UTKFace/25_0_0_20170105162443771.jpg.chip.jpg,0,[0.952751   0.04724901],,[ 1.2853671 -1.7185547],,0,,0,
Images/UTKFace/26_0_0_20170113135319121.jpg.chip.jpg,0,[0.7102397  0.28976032],,[ 0.1740554 -0.7224932],,0,,0,
Images/UTKFace/60_0_0_20170113185244510.jpg.chip.jpg,0,[0.98345804 0.01654197],,[ 1.769431 -2.315743],,0,,0,
