face_name_align,gender,race_scores_fair,gender_scores_fair,race_outputs,gender_outputs,race_preds_fair,gender_preds_fair,race,gender
Images/UTKFace/42_0_0_20170117171631214.jpg.chip.jpg,0,[9.9880356e-01 2.4417651e-04 1.3740527e-04 8.1480015e-04],,[ 5.6770625 -2.6393595 -3.2143161 -1.4343079],,0,,0,
Images/UTKFace/1_1_0_20170109192729677.jpg.chip.jpg,1,[9.9774158e-01 7.9225101e-05 1.8784871e-03 3.0076163e-04],,[ 5.5606055  -3.880351   -0.71442217 -2.5463262 ],,0,,0,
Images/UTKFace/56_0_2_20170112221925748.jpg.chip.jpg,0,[0.07524839 0.59777105 0.12535402 0.20162658],,[-1.1941199   0.87829345 -0.68377256 -0.20849703],,1,,2,
Images/UTKFace/3_0_0_20170110213136600.jpg.chip.jpg,0,[0.9035868  0.01983453 0.03669995 0.03987876],,[ 2.0569096 -1.7620381 -1.1466873 -1.0636188],,0,,0,
Images/UTKFace/61_0_0_20170117174451974.jpg.chip.jpg,0,[9.9782312e-01 1.5002759e-03 3.9370096e-04 2.8287672e-04],,[ 5.21449   -1.285437  -2.6232498 -2.9538302],,0,,0,
Images/UTKFace/1_0_2_20161219155748349.jpg.chip.jpg,0,[6.659537e-02 5.955110e-05 9.329893e-01 3.557475e-04],,[ 1.9073781 -5.1121774  4.547137  -3.324791 ],,2,,2,
Images/UTKFace/38_0_1_20170113152209191.jpg.chip.jpg,0,[3.5628362e-03 9.9568129e-01 3.1095356e-04 4.4498238e-04],,[-0.9737554  4.659115  -3.412424  -3.054033 ],,1,,1,
Images/UTKFace/7_1_2_20161219190036147.jpg.chip.jpg,1,[1.5858959e-02 9.1083761e-04 9.8142105e-01 1.8090686e-03],,[-0.30971867 -3.166844    3.8155484  -2.4806411 ],,2,,2,
Images/UTKFace/53_0_0_20170104212423829.jpg.chip.jpg,0,[9.9958360e-01 8.9247835e-05 2.4482913e-04 8.2380786e-05],,[ 6.3367496 -2.9869273 -1.9777839 -3.0669923],,0,,0,
Images/UTKFace/24_1_3_20161220221541210.jpg.chip.jpg,1,[1.0770109e-03 3.2460015e-05 1.2902595e-04 9.9876153e-01],,[-1.0132056 -4.5151415 -3.1351368  5.819121 ],,3,,3,
Images/UTKFace/32_0_1_20170113145215078.jpg.chip.jpg,0,[0.00194032 0.976864   0.01555386 0.00564186],,[-2.9083061  3.3131897 -0.8268489 -1.8409432],,1,,1,
Images/UTKFace/40_0_0_20170113210126285.jpg.chip.jpg,0,[0.04049081 0.93445617 0.00648212 0.01857094],,[-0.7054717  2.433418  -2.5374992 -1.4849489],,1,,0,
Images/UTKFace/25_1_1_20170116003258343.jpg.chip.jpg,1,[2.5100615e-02 9.4327748e-01 8.3013106e-04 3.0791774e-02],,[-0.7446568  2.8818114 -4.153721  -0.5403015],,1,,1,
