face_name_align,race,age_bin_scores_fair,race_scores_fair,age_bin_outputs,race_outputs,age_bin_preds_fair,race_preds_fair,age_bin,race
Images/UTKFace/34_1_0_20170117171647603.jpg.chip.jpg,0,[0.78468484 0.21531515],,[ 0.42426243 -0.8689169 ],,0,,1,
Images/UTKFace/26_0_0_20170113210127157.jpg.chip.jpg,0,[0.76402295 0.23597711],,[ 0.47049218 -0.70437086],,0,,0,
Images/UTKFace/19_1_1_20170114030819891.jpg.chip.jpg,1,[0.9432216  0.05677838],,[ 1.2800562 -1.5300895],,0,,0,
Images/UTKFace/1_0_0_20170109191445171.jpg.chip.jpg,0,[0.9922352  0.00776484],,[ 2.3035798 -2.5467744],,0,,0,
Images/UTKFace/60_0_0_20170117001131850.jpg.chip.jpg,0,[0.00576575 0.99423426],,[-2.878849  2.271188],,1,,1,
Images/UTKFace/25_1_0_20170117152143899.jpg.chip.jpg,0,[0.6068033  0.39319667],,[-0.00421012 -0.43810484],,0,,0,
Images/UTKFace/31_1_1_20170116155750618.jpg.chip.jpg,1,[0.63269854 0.36730143],,[ 0.10962755 -0.43418375],,0,,1,
Images/UTKFace/40_0_0_20170113210126285.jpg.chip.jpg,0,[0.07455999 0.92544   ],,[-1.5876412   0.93102384],,1,,1,
Images/UTKFace/38_0_1_20170117184650128.jpg.chip.jpg,1,[0.00456532 0.9954347 ],,[-2.977822   2.4068682],,1,,1,
Images/UTKFace/35_0_1_20170117141828539.jpg.chip.jpg,1,[0.10276297 0.897237  ],,[-1.2916871  0.8752078],,1,,1,
Images/UTKFace/60_1_0_20170110140637026.jpg.chip.jpg,0,[0.0010069 0.9989931],,[-3.8424673  3.0574038],,1,,1,
Images/UTKFace/71_0_0_20170111210043449.jpg.chip.jpg,0,[2.246137e-06 9.999978e-01],,[-6.9479303  6.0583663],,1,,1,
Images/UTKFace/25_0_1_20170113145422493.jpg.chip.jpg,1,[0.91903615 0.08096391],,[ 1.1406136 -1.2887084],,0,,0,
Images/UTKFace/48_0_0_20170104184719245.jpg.chip.jpg,0,[0.02164539 0.9783546 ],,[-2.2245028  1.5865767],,1,,1,
Images/UTKFace/21_0_0_20170114025137038.jpg.chip.jpg,0,[0.86370236 0.13629766],,[ 0.67340523 -1.1729819 ],,0,,0,
Images/UTKFace/3_0_0_20170110213730328.jpg.chip.jpg,0,[9.9968207e-01 3.1793013e-04],,[ 4.0423603 -4.0110006],,0,,0,
Images/UTKFace/56_0_0_20170109012703197.jpg.chip.jpg,0,[6.483675e-04 9.993516e-01],,[-3.9371252  3.403279 ],,1,,1,
Images/UTKFace/29_0_0_20170109013328101.jpg.chip.jpg,0,[0.01323741 0.9867626 ],,[-2.3684492  1.9429337],,1,,0,
Images/UTKFace/51_1_1_20170112213230359.jpg.chip.jpg,1,[0.09115888 0.90884113],,[-1.4079008   0.89166546],,1,,1,
Images/UTKFace/49_0_1_20170117180355439.jpg.chip.jpg,1,[0.00331786 0.99668217],,[-3.2096338  2.4954793],,1,,1,
Images/UTKFace/32_0_1_20170117135943245.jpg.chip.jpg,1,[0.00419081 0.9958092 ],,[-3.0783148  2.392346 ],,1,,1,
Images/UTKFace/50_0_0_20170117180346013.jpg.chip.jpg,0,[9.188395e-04 9.990812e-01],,[-3.884513  3.106967],,1,,1,
Images/UTKFace/26_1_1_20170116160647680.jpg.chip.jpg,1,[0.23892327 0.76107675],,[-0.8136093  0.3449825],,1,,0,
Images/UTKFace/25_0_1_20170117195252189.jpg.chip.jpg,1,[0.5630633  0.43693668],,[-0.06638577 -0.31998953],,0,,0,
Images/UTKFace/60_1_0_20170104185020782.jpg.chip.jpg,0,[0.00362994 0.9963701 ],,[-3.0091853  2.605718 ],,1,,1,
