face_name_align,race,gender_scores_fair,race_scores_fair,gender_outputs,race_outputs,gender_preds_fair,race_preds_fair,gender,race
Images/UTKFace/40_0_0_20170117140006196.jpg.chip.jpg,0,[0.9524925 0.0475075],,[ 1.3224615 -1.6757331],,0,,0,
Images/UTKFace/25_0_0_20170116223144178.jpg.chip.jpg,0,[0.88875836 0.11124167],,[ 0.8732506 -1.2048697],,0,,0,
Images/UTKFace/40_0_0_20170117134415492.jpg.chip.jpg,0,[0.8638499  0.13615014],,[ 0.714389  -1.1332518],,0,,0,
Images/UTKFace/50_0_0_20170117160624326.jpg.chip.jpg,0,[0.96913046 0.03086953],,[ 1.5810746 -1.865555 ],,0,,0,
Images/UTKFace/68_0_0_20170117171408597.jpg.chip.jpg,0,[0.90981007 0.09018994],,[ 0.9940369 -1.317281 ],,0,,0,
Images/UTKFace/9_0_0_20170110221701052.jpg.chip.jpg,0,[0.15682532 0.8431747 ],,[-1.0435121   0.63852966],,1,,0,
Images/UTKFace/4_0_0_20170105183540567.jpg.chip.jpg,0,[0.6072019  0.39279816],,[-0.11263146 -0.54819685],,0,,0,
Images/UTKFace/47_0_0_20170119205119560.jpg.chip.jpg,0,[0.97140765 0.02859233],,[ 1.6363068 -1.889301 ],,0,,0,
Images/UTKFace/40_0_0_20170117151450653.jpg.chip.jpg,0,[0.9494249  0.05057504],,[ 1.2204082 -1.7119901],,0,,0,
Images/UTKFace/25_0_0_20170117151532082.jpg.chip.jpg,0,[0.4349295 0.5650705],,[-0.3757818  -0.11401512],,1,,0,
Images/UTKFace/60_0_0_20170109013457906.jpg.chip.jpg,0,[0.9862421  0.01375792],,[ 2.0090718 -2.2632155],,0,,0,
Images/UTKFace/12_0_0_20170117182308749.jpg.chip.jpg,0,[0.811882   0.18811794],,[ 0.45254532 -1.0097406 ],,0,,0,
Images/UTKFace/45_0_0_20170104184307637.jpg.chip.jpg,0,[0.9897727  0.01022734],,[ 2.2029595 -2.369451 ],,0,,0,
Images/UTKFace/26_0_0_20170117091440776.jpg.chip.jpg,0,[0.9548684  0.04513161],,[ 1.402386  -1.6496047],,0,,0,
Images/UTKFace/88_0_0_20170113185121024.jpg.chip.jpg,0,[0.962203   0.03779692],,[ 1.4659913 -1.7710067],,0,,0,
Images/UTKFace/38_0_0_20170113210604697.jpg.chip.jpg,0,[0.92250925 0.0774907 ],,[ 1.0205939 -1.4563456],,0,,0,
Images/UTKFace/54_0_0_20170120223256415.jpg.chip.jpg,0,[0.76048553 0.2395145 ],,[ 0.35491925 -0.80042386],,0,,0,
Images/UTKFace/78_0_0_20170111210454101.jpg.chip.jpg,0,[0.94665956 0.05334042],,[ 1.3086681 -1.567577 ],,0,,0,
Images/UTKFace/47_0_0_20170117155944017.jpg.chip.jpg,0,[0.97494984 0.02505014],,[ 1.7235849 -1.937922 ],,0,,0,
Images/UTKFace/26_0_0_20170117153343071.jpg.chip.jpg,0,[0.9337801  0.06621989],,[ 1.1704209 -1.4758391],,0,,0,
Images/UTKFace/58_0_0_20170117184403351.jpg.chip.jpg,0,[0.9538548  0.04614528],,[ 1.3964372 -1.6322798],,0,,0,
Images/UTKFace/53_0_0_20170117163655617.jpg.chip.jpg,0,[0.9776108  0.02238918],,[ 1.7676772 -2.0088568],,0,,0,
Images/UTKFace/50_0_0_20170117155052592.jpg.chip.jpg,0,[0.96255726 0.0374427 ],,[ 1.4702536 -1.7765282],,0,,0,
Images/UTKFace/46_0_0_20170104204638611.jpg.chip.jpg,0,[0.9653794 0.0346206],,[ 1.4872155 -1.8408569],,0,,0,
Images/UTKFace/25_0_0_20170116220630282.jpg.chip.jpg,0,[0.9819345  0.01806552],,[ 1.9136349 -2.0818844],,0,,0,
Images/UTKFace/42_0_0_20170104184018702.jpg.chip.jpg,0,[0.89289176 0.10710825],,[ 0.87880903 -1.2418163 ],,0,,0,
Images/UTKFace/10_0_0_20170110224255796.jpg.chip.jpg,0,[0.8787436  0.12125637],,[ 0.84987736 -1.1307087 ],,0,,0,
Images/UTKFace/21_0_0_20170117142009042.jpg.chip.jpg,0,[0.94544005 0.05455996],,[ 1.1843987 -1.6679515],,0,,0,
Images/UTKFace/25_0_0_20170116222939697.jpg.chip.jpg,0,[0.8331102  0.16688977],,[ 0.58625275 -1.0215796 ],,0,,0,
Images/UTKFace/13_0_0_20170110225447389.jpg.chip.jpg,0,[0.9037287  0.09627129],,[ 0.94696563 -1.2923934 ],,0,,0,
Images/UTKFace/25_0_0_20170113181532013.jpg.chip.jpg,0,[0.9531925  0.04680753],,[ 1.3632677 -1.6505052],,0,,0,
Images/UTKFace/9_0_0_20170110221724498.jpg.chip.jpg,0,[0.8735575  0.12644243],,[ 0.7245335 -1.2082534],,0,,0,
Images/UTKFace/35_0_0_20170116182345117.jpg.chip.jpg,0,[0.89531493 0.10468505],,[ 0.8655502 -1.2806691],,0,,0,
Images/UTKFace/54_0_0_20170104212522653.jpg.chip.jpg,0,[0.9829612  0.01703881],,[ 1.897362  -2.1577141],,0,,0,
