face_name_align,race,age_bin_scores_fair,race_scores_fair,age_bin_outputs,race_outputs,age_bin_preds_fair,race_preds_fair,age_bin,race
Images/UTKFace/3_0_0_20170110212752045.jpg.chip.jpg,0,[0.38687557 0.61312443],,[-0.34431008  0.1161547 ],,1,,0,
Images/UTKFace/9_0_0_20170110220413289.jpg.chip.jpg,0,[9.99896765e-01 1.03279985e-04],,[ 4.4194317 -4.758532 ],,0,,0,
Images/UTKFace/24_1_0_20170105183611646.jpg.chip.jpg,0,[0.6466432  0.35335672],,[ 0.05119848 -0.55311835],,0,,0,
Images/UTKFace/5_1_0_20170117140150663.jpg.chip.jpg,0,[9.9999541e-01 4.5490196e-06],,[ 6.1029387 -6.1976557],,0,,0,
Images/UTKFace/28_0_0_20170117180145941.jpg.chip.jpg,0,[9.9980265e-01 1.9734207e-04],,[ 3.920731  -4.6096435],,0,,0,
Images/UTKFace/22_0_0_20170117143224571.jpg.chip.jpg,0,[9.9966466e-01 3.3529210e-04],,[ 3.854766 -4.145407],,0,,0,
Images/UTKFace/32_0_0_20170116201321051.jpg.chip.jpg,0,[0.33563596 0.66436404],,[-0.55400854  0.12879457],,1,,0,
Images/UTKFace/32_1_0_20170103182614674.jpg.chip.jpg,0,[0.29398555 0.70601445],,[-0.7587196   0.11738545],,1,,0,
Images/UTKFace/9_0_0_20170110221724498.jpg.chip.jpg,0,[9.9999875e-01 1.2565660e-06],,[ 6.6125383 -6.9745884],,0,,0,
Images/UTKFace/26_0_0_20170113210319790.jpg.chip.jpg,0,[0.0080213 0.9919787],,[-2.5236948  2.293907 ],,1,,0,
Images/UTKFace/12_0_0_20170110215739155.jpg.chip.jpg,0,[0.09094451 0.9090555 ],,[-1.5825166  0.71964  ],,1,,0,
Images/UTKFace/24_0_0_20170117150031708.jpg.chip.jpg,0,[0.9570613  0.04293872],,[ 1.3408885 -1.763205 ],,0,,0,
Images/UTKFace/9_0_0_20170110221716630.jpg.chip.jpg,0,[9.9994200e-01 5.8000656e-05],,[ 4.696805 -5.058193],,0,,0,
Images/UTKFace/2_0_0_20161219162303390.jpg.chip.jpg,0,[9.9999106e-01 8.9589794e-06],,[ 5.705926 -5.916919],,0,,0,
Images/UTKFace/25_1_0_20170117140624359.jpg.chip.jpg,0,[0.99830335 0.00169663],,[ 3.2522101 -3.125201 ],,0,,0,
Images/UTKFace/4_0_0_20170110213121589.jpg.chip.jpg,0,[9.9999988e-01 1.0358083e-07],,[ 7.859885 -8.223028],,0,,0,
Images/UTKFace/1_0_0_20161219203503252.jpg.chip.jpg,0,[9.9999726e-01 2.7044164e-06],,[ 6.2462106 -6.574411 ],,0,,0,
Images/UTKFace/14_1_0_20170103201911744.jpg.chip.jpg,0,[9.999915e-01 8.563961e-06],,[ 5.4242826 -6.2436566],,0,,0,
Images/UTKFace/26_0_0_20170117120944631.jpg.chip.jpg,0,[0.841496   0.15850401],,[ 0.42482802 -1.2445735 ],,0,,0,
Images/UTKFace/1_0_0_20170110212601951.jpg.chip.jpg,0,[9.9999994e-01 4.1159470e-08],,[ 8.284389 -8.721423],,0,,0,
Images/UTKFace/26_0_0_20170117195903790.jpg.chip.jpg,0,[9.9988884e-01 1.1116614e-04],,[ 4.3752375 -4.729136 ],,0,,0,
