face_name_align,race,gender_scores_fair,race_scores_fair,gender_outputs,race_outputs,gender_preds_fair,race_preds_fair,gender,race
Images/UTKFace/40_0_0_20170117140006196.jpg.chip.jpg,0,[0.9244526 0.0755474],,[ 1.0316379 -1.4728036],,0,,0,
Images/UTKFace/25_0_0_20170116223144178.jpg.chip.jpg,0,[0.84405535 0.15594468],,[ 0.50428826 -1.1844285 ],,0,,0,
Images/UTKFace/40_0_0_20170117134415492.jpg.chip.jpg,0,[0.76207215 0.23792788],,[ 0.3474254  -0.81664824],,0,,0,
Images/UTKFace/50_0_0_20170117160624326.jpg.chip.jpg,0,[9.9915689e-01 8.4306597e-04],,[ 3.1680572 -3.9095647],,0,,0,
Images/UTKFace/68_0_0_20170117171408597.jpg.chip.jpg,0,[0.95025086 0.04974916],,[ 1.2796246 -1.6701076],,0,,0,
Images/UTKFace/9_0_0_20170110221701052.jpg.chip.jpg,0,[0.79099864 0.20900138],,[ 0.41255197 -0.9184035 ],,0,,0,
Images/UTKFace/4_0_0_20170105183540567.jpg.chip.jpg,0,[0.44996104 0.550039  ],,[-0.1495097   0.05131854],,1,,0,
Images/UTKFace/47_0_0_20170119205119560.jpg.chip.jpg,0,[9.9928916e-01 7.1086583e-04],,[ 3.4427276 -3.8055882],,0,,0,
Images/UTKFace/40_0_0_20170117151450653.jpg.chip.jpg,0,[0.9987992  0.00120075],,[ 3.0244837 -3.6991239],,0,,0,
Images/UTKFace/25_0_0_20170117151532082.jpg.chip.jpg,0,[0.7653215  0.23467849],,[ 0.28962502 -0.89245456],,0,,0,
Images/UTKFace/60_0_0_20170109013457906.jpg.chip.jpg,0,[0.9348238 0.0651762],,[ 1.0953686 -1.5678952],,0,,0,
Images/UTKFace/12_0_0_20170117182308749.jpg.chip.jpg,0,[0.48491105 0.5150889 ],,[-0.10518301 -0.04480891],,1,,0,
Images/UTKFace/45_0_0_20170104184307637.jpg.chip.jpg,0,[9.9996418e-01 3.5802987e-05],,[ 4.637103  -5.6003404],,0,,0,
Images/UTKFace/26_0_0_20170117091440776.jpg.chip.jpg,0,[9.9967045e-01 3.2950228e-04],,[ 3.7969313 -4.2206664],,0,,0,
Images/UTKFace/88_0_0_20170113185121024.jpg.chip.jpg,0,[0.866967   0.13303298],,[ 0.88057446 -0.99382937],,0,,0,
Images/UTKFace/38_0_0_20170113210604697.jpg.chip.jpg,0,[9.999473e-01 5.267789e-05],,[ 4.5940113 -5.257251 ],,0,,0,
Images/UTKFace/54_0_0_20170120223256415.jpg.chip.jpg,0,[0.96661556 0.03338449],,[ 1.3828703 -1.9828391],,0,,0,
Images/UTKFace/78_0_0_20170111210454101.jpg.chip.jpg,0,[0.98887074 0.01112931],,[ 2.0110452 -2.4759362],,0,,0,
Images/UTKFace/47_0_0_20170117155944017.jpg.chip.jpg,0,[9.9980980e-01 1.9018793e-04],,[ 3.9726827 -4.594625 ],,0,,0,
Images/UTKFace/26_0_0_20170117153343071.jpg.chip.jpg,0,[0.9852962  0.01470381],,[ 1.7716933 -2.4331424],,0,,0,
Images/UTKFace/58_0_0_20170117184403351.jpg.chip.jpg,0,[0.9813474  0.01865261],,[ 1.7643273 -2.1986134],,0,,0,
Images/UTKFace/53_0_0_20170117163655617.jpg.chip.jpg,0,[0.99412906 0.0058709 ],,[ 2.4075515 -2.7243073],,0,,0,
Images/UTKFace/50_0_0_20170117155052592.jpg.chip.jpg,0,[0.9533426  0.04665742],,[ 1.1570951 -1.8600473],,0,,0,
Images/UTKFace/46_0_0_20170104204638611.jpg.chip.jpg,0,[0.9989068  0.00109315],,[ 3.1926527 -3.6249454],,0,,0,
Images/UTKFace/25_0_0_20170116220630282.jpg.chip.jpg,0,[0.9633416  0.03665835],,[ 1.3520089 -1.9167577],,0,,0,
