face_name_align,gender,race_scores_fair,gender_scores_fair,race_outputs,gender_outputs,race_preds_fair,gender_preds_fair,race,gender
Images/UTKFace/40_0_0_20170117140006196.jpg.chip.jpg,0,[0.9943984  0.00560162],,[ 2.2227583 -2.9563234],,0,,0,
Images/UTKFace/25_0_0_20170116223144178.jpg.chip.jpg,0,[0.9968716  0.00312841],,[ 2.5895677 -3.1745286],,0,,0,
Images/UTKFace/40_0_0_20170117134415492.jpg.chip.jpg,0,[9.9988818e-01 1.1180085e-04],,[ 4.544777  -4.5539026],,0,,0,
Images/UTKFace/50_0_0_20170117160624326.jpg.chip.jpg,0,[0.9920309  0.00796916],,[ 2.2370353 -2.5871403],,0,,0,
Images/UTKFace/68_0_0_20170117171408597.jpg.chip.jpg,0,[0.9474103  0.05258973],,[ 1.1942083 -1.6970031],,0,,0,
Images/UTKFace/9_0_0_20170110221701052.jpg.chip.jpg,0,[0.8968333  0.10316671],,[ 0.8824288 -1.280095 ],,0,,0,
Images/UTKFace/4_0_0_20170105183540567.jpg.chip.jpg,0,[0.5837716  0.41622838],,[-0.18804732 -0.5263231 ],,0,,0,
Images/UTKFace/47_0_0_20170119205119560.jpg.chip.jpg,0,[0.03230812 0.96769184],,[-1.9673551  1.4322399],,1,,0,
Images/UTKFace/40_0_0_20170117151450653.jpg.chip.jpg,0,[0.8559698  0.14403018],,[ 0.649184  -1.1330283],,0,,0,
Images/UTKFace/25_0_0_20170117151532082.jpg.chip.jpg,0,[0.9943962  0.00560378],,[ 2.3697972 -2.808898 ],,0,,0,
Images/UTKFace/60_0_0_20170109013457906.jpg.chip.jpg,0,[0.97185075 0.02814924],,[ 1.2200974 -2.3215845],,0,,0,
Images/UTKFace/12_0_0_20170117182308749.jpg.chip.jpg,0,[0.9877123  0.01228762],,[ 1.9519175 -2.4348814],,0,,0,
Images/UTKFace/45_0_0_20170104184307637.jpg.chip.jpg,0,[9.9953735e-01 4.6264078e-04],,[ 3.5370755 -4.1410213],,0,,0,
Images/UTKFace/26_0_0_20170117091440776.jpg.chip.jpg,0,[0.9984842  0.00151579],,[ 2.9565089 -3.5337906],,0,,0,
Images/UTKFace/88_0_0_20170113185121024.jpg.chip.jpg,0,[0.8515824  0.14841759],,[ 0.5633571 -1.1837094],,0,,0,
Images/UTKFace/38_0_0_20170113210604697.jpg.chip.jpg,0,[9.992331e-01 7.668449e-04],,[ 3.2244985 -3.9479604],,0,,0,
Images/UTKFace/54_0_0_20170120223256415.jpg.chip.jpg,0,[0.99755055 0.00244942],,[ 2.7879481 -3.2215018],,0,,0,
Images/UTKFace/78_0_0_20170111210454101.jpg.chip.jpg,0,[9.992635e-01 7.364987e-04],,[ 3.3292787 -3.8835876],,0,,0,
Images/UTKFace/47_0_0_20170117155944017.jpg.chip.jpg,0,[0.9079083  0.09209164],,[ 1.0312108 -1.2571485],,0,,0,
Images/UTKFace/26_0_0_20170117153343071.jpg.chip.jpg,0,[0.87904084 0.1209592 ],,[ 0.94940555 -1.0339724 ],,0,,0,
Images/UTKFace/58_0_0_20170117184403351.jpg.chip.jpg,0,[9.9989027e-01 1.0977232e-04],,[ 4.1581116 -4.958881 ],,0,,0,
Images/UTKFace/53_0_0_20170117163655617.jpg.chip.jpg,0,[0.99467295 0.00532701],,[ 2.290564  -2.9390607],,0,,0,
Images/UTKFace/50_0_0_20170117155052592.jpg.chip.jpg,0,[0.83040786 0.16959205],,[ 0.56696665 -1.0215545 ],,0,,0,
Images/UTKFace/46_0_0_20170104204638611.jpg.chip.jpg,0,[0.9665451  0.03345491],,[ 1.525039  -1.8384906],,0,,0,
Images/UTKFace/25_0_0_20170116220630282.jpg.chip.jpg,0,[0.96920913 0.03079084],,[ 1.8267057 -1.6225573],,0,,0,
Images/UTKFace/42_0_0_20170104184018702.jpg.chip.jpg,0,[0.938276   0.06172401],,[ 1.3217095 -1.3996617],,0,,0,
Images/UTKFace/10_0_0_20170110224255796.jpg.chip.jpg,0,[0.99627835 0.00372164],,[ 2.3678343 -3.2220266],,0,,0,
Images/UTKFace/21_0_0_20170117142009042.jpg.chip.jpg,0,[0.99605775 0.00394223],,[ 2.5878823 -2.9441772],,0,,0,
Images/UTKFace/25_0_0_20170116222939697.jpg.chip.jpg,0,[0.9354788  0.06452121],,[ 1.3338903 -1.3401742],,0,,0,
Images/UTKFace/13_0_0_20170110225447389.jpg.chip.jpg,0,[0.99658483 0.00341523],,[ 2.5119412 -3.1641486],,0,,0,
Images/UTKFace/25_0_0_20170113181532013.jpg.chip.jpg,0,[0.9552655  0.04473456],,[ 1.3496175 -1.7116255],,0,,0,
Images/UTKFace/9_0_0_20170110221724498.jpg.chip.jpg,0,[9.992538e-01 7.462063e-04],,[ 3.1608758 -4.038886 ],,0,,0,
Images/UTKFace/35_0_0_20170116182345117.jpg.chip.jpg,0,[0.14667404 0.85332596],,[-1.0394412   0.72148764],,1,,0,
Images/UTKFace/54_0_0_20170104212522653.jpg.chip.jpg,0,[9.992452e-01 7.548102e-04],,[ 3.0995493 -4.08874  ],,0,,0,
Images/UTKFace/68_0_0_20170117171135900.jpg.chip.jpg,0,[9.993813e-01 6.187000e-04],,[ 3.319143 -4.068128],,0,,0,
Images/UTKFace/26_0_0_20170113210319406.jpg.chip.jpg,0,[0.01443952 0.9855604 ],,[-2.4319303  1.7913113],,1,,0,
Images/UTKFace/52_0_0_20170104212021653.jpg.chip.jpg,0,[0.9946717  0.00532826],,[ 2.4842002 -2.7451875],,0,,0,
Images/UTKFace/30_0_0_20170113135527027.jpg.chip.jpg,0,[0.6641043  0.33589572],,[ 0.35904714 -0.32259133],,0,,0,
Images/UTKFace/65_0_0_20170117160554095.jpg.chip.jpg,0,[9.999307e-01 6.932866e-05],,[ 4.508744 -5.067839],,0,,0,
Images/UTKFace/67_0_0_20170108235729190.jpg.chip.jpg,0,[0.9985158  0.00148415],,[ 2.9604685 -3.5509598],,0,,0,
Images/UTKFace/36_0_0_20170117135846415.jpg.chip.jpg,0,[0.12648891 0.87351114],,[-1.2590457  0.6733205],,1,,0,
Images/UTKFace/43_0_0_20170104210618508.jpg.chip.jpg,0,[0.97737616 0.02262387],,[ 1.5632825 -2.2025838],,0,,0,
Images/UTKFace/30_0_0_20170119195542220.jpg.chip.jpg,0,[0.994895   0.00510499],,[ 2.4737005 -2.7987182],,0,,0,
Images/UTKFace/32_0_0_20170114034605240.jpg.chip.jpg,0,[0.9911597  0.00884031],,[ 2.254267  -2.4652865],,0,,0,
Images/UTKFace/34_0_0_20170117141607879.jpg.chip.jpg,0,[0.47949946 0.5205006 ],,[-0.3924431 -0.3103947],,1,,0,
Images/UTKFace/82_0_0_20170111223913094.jpg.chip.jpg,0,[9.9952763e-01 4.7236308e-04],,[ 3.5606492 -4.096641 ],,0,,0,
Images/UTKFace/52_0_0_20170117161015463.jpg.chip.jpg,0,[0.9949103  0.00508968],,[ 2.5046482 -2.7707894],,0,,0,
