face_name_align,race,age_bin_scores_fair,race_scores_fair,age_bin_outputs,race_outputs,age_bin_preds_fair,race_preds_fair,age_bin,race
Images/UTKFace/3_0_0_20170110212752045.jpg.chip.jpg,0,[0.00248488 0.99751514],,[-3.3409214  2.6541216],,1,,0,
Images/UTKFace/9_0_0_20170110220413289.jpg.chip.jpg,0,[9.9999481e-01 5.2364126e-06],,[ 5.8456783 -6.3141904],,0,,0,
Images/UTKFace/24_1_0_20170105183611646.jpg.chip.jpg,0,[0.94000065 0.0599994 ],,[ 1.2300432 -1.521503 ],,0,,0,
Images/UTKFace/5_1_0_20170117140150663.jpg.chip.jpg,0,[0.99811584 0.00188414],,[ 2.7403672 -3.5320296],,0,,0,
Images/UTKFace/28_0_0_20170117180145941.jpg.chip.jpg,0,[9.9929863e-01 7.0135354e-04],,[ 3.1269321 -4.134865 ],,0,,0,
Images/UTKFace/22_0_0_20170117143224571.jpg.chip.jpg,0,[9.9985194e-01 1.4806290e-04],,[ 3.985669  -4.8320565],,0,,0,
Images/UTKFace/32_0_0_20170116201321051.jpg.chip.jpg,0,[9.9935669e-01 6.4330065e-04],,[ 3.2673872 -4.080868 ],,0,,0,
Images/UTKFace/32_1_0_20170103182614674.jpg.chip.jpg,0,[0.9727756  0.02722439],,[ 1.5293384 -2.046702 ],,0,,0,
Images/UTKFace/9_0_0_20170110221724498.jpg.chip.jpg,0,[9.993914e-01 6.086265e-04],,[ 3.1961784 -4.2075186],,0,,0,
Images/UTKFace/26_0_0_20170113210319790.jpg.chip.jpg,0,[0.66260284 0.33739722],,[ 0.20447113 -0.47044373],,0,,0,
Images/UTKFace/12_0_0_20170110215739155.jpg.chip.jpg,0,[0.98595506 0.01404491],,[ 1.7052974 -2.5460536],,0,,0,
Images/UTKFace/24_0_0_20170117150031708.jpg.chip.jpg,0,[0.92451984 0.07548022],,[ 1.0743893 -1.4310147],,0,,0,
Images/UTKFace/9_0_0_20170110221716630.jpg.chip.jpg,0,[9.999229e-01 7.708098e-05],,[ 4.234591  -5.2359858],,0,,0,
Images/UTKFace/2_0_0_20161219162303390.jpg.chip.jpg,0,[9.9999619e-01 3.8664657e-06],,[ 5.441678  -7.0214877],,0,,0,
Images/UTKFace/25_1_0_20170117140624359.jpg.chip.jpg,0,[0.9716426  0.02835738],,[ 1.5490588 -1.9850419],,0,,0,
Images/UTKFace/4_0_0_20170110213121589.jpg.chip.jpg,0,[9.9999726e-01 2.7291339e-06],,[ 6.022519  -6.7890043],,0,,0,
Images/UTKFace/1_0_0_20161219203503252.jpg.chip.jpg,0,[0.9983845 0.0016155],,[ 2.889922  -3.5365698],,0,,0,
Images/UTKFace/14_1_0_20170103201911744.jpg.chip.jpg,0,[0.99843407 0.00156598],,[ 2.791871  -3.6658046],,0,,0,
Images/UTKFace/26_0_0_20170117120944631.jpg.chip.jpg,0,[0.5852272 0.4147728],,[-0.27079353 -0.6150628 ],,0,,0,
Images/UTKFace/1_0_0_20170110212601951.jpg.chip.jpg,0,[9.9998945e-01 1.0500176e-05],,[ 5.123172 -6.340936],,0,,0,
Images/UTKFace/26_0_0_20170117195903790.jpg.chip.jpg,0,[0.9694379  0.03056211],,[ 1.4831183 -1.9738373],,0,,0,
Images/UTKFace/9_0_0_20170110221701052.jpg.chip.jpg,0,[0.9959929 0.0040071],,[ 2.5449178 -2.9707558],,0,,0,
Images/UTKFace/27_0_0_20170117202108094.jpg.chip.jpg,0,[0.9884145  0.01158547],,[ 1.9470971 -2.499253 ],,0,,0,
Images/UTKFace/8_1_0_20170109205127726.jpg.chip.jpg,0,[9.9996144e-01 3.8572496e-05],,[ 4.6396146 -5.523318 ],,0,,0,
Images/UTKFace/14_1_0_20170109213522480.jpg.chip.jpg,0,[9.9999762e-01 2.4020728e-06],,[ 5.7741055 -7.1650705],,0,,0,
Images/UTKFace/22_1_0_20170116220932996.jpg.chip.jpg,0,[0.9982429  0.00175714],,[ 2.9443831 -3.3979287],,0,,0,
Images/UTKFace/9_0_0_20170110220441522.jpg.chip.jpg,0,[9.9983108e-01 1.6894231e-04],,[ 4.031719 -4.654065],,0,,0,
Images/UTKFace/9_0_0_20170110215520268.jpg.chip.jpg,0,[9.9992543e-01 7.4526099e-05],,[ 4.050138 -5.454149],,0,,0,
Images/UTKFace/18_1_0_20170109214215051.jpg.chip.jpg,0,[0.99589413 0.00410585],,[ 2.3475251 -3.143703 ],,0,,0,
Images/UTKFace/18_1_0_20170109212905543.jpg.chip.jpg,0,[0.76419485 0.23580515],,[ 0.3171393 -0.8586776],,0,,0,
Images/UTKFace/18_1_0_20170109213856511.jpg.chip.jpg,0,[9.9997622e-01 2.3812787e-05],,[ 4.9686294 -5.676635 ],,0,,0,
Images/UTKFace/8_1_0_20170109205018500.jpg.chip.jpg,0,[9.999997e-01 2.929228e-07],,[ 6.8639207 -8.179436 ],,0,,0,
Images/UTKFace/4_1_0_20170109201611941.jpg.chip.jpg,0,[0.99656737 0.00343266],,[ 2.4197354 -3.2512445],,0,,0,
Images/UTKFace/18_1_0_20170109214557098.jpg.chip.jpg,0,[0.99748373 0.00251629],,[ 2.6779492 -3.3044994],,0,,0,
Images/UTKFace/10_0_0_20161220222308131.jpg.chip.jpg,0,[9.999726e-01 2.742480e-05],,[ 4.7853403 -5.718695 ],,0,,0,
Images/UTKFace/12_0_0_20170117182308749.jpg.chip.jpg,0,[9.9934477e-01 6.5522781e-04],,[ 3.3312244 -3.9986477],,0,,0,
Images/UTKFace/1_1_0_20170109191021631.jpg.chip.jpg,0,[1.0000000e+00 1.1854833e-08],,[  8.086844 -10.163686],,0,,0,
Images/UTKFace/1_1_0_20170110212607474.jpg.chip.jpg,0,[9.9999863e-01 1.3504286e-06],,[ 6.0035815 -7.5115056],,0,,0,
Images/UTKFace/30_1_0_20170117151337477.jpg.chip.jpg,0,[0.8687195  0.13128045],,[ 0.7789116 -1.1107728],,0,,0,
Images/UTKFace/32_1_0_20170116221804392.jpg.chip.jpg,0,[0.930317   0.06968306],,[ 0.96367365 -1.6278945 ],,0,,0,
Images/UTKFace/20_1_0_20170117133854316.jpg.chip.jpg,0,[9.9971706e-01 2.8299665e-04],,[ 3.711273  -4.4585195],,0,,0,
Images/UTKFace/26_0_0_20170113182141220.jpg.chip.jpg,0,[0.9408262  0.05917386],,[ 1.2035105 -1.562768 ],,0,,0,
Images/UTKFace/16_1_0_20170109213954271.jpg.chip.jpg,0,[9.999183e-01 8.175966e-05],,[ 4.1669054 -5.2447395],,0,,0,
Images/UTKFace/8_1_0_20170109205024714.jpg.chip.jpg,0,[9.9993294e-01 6.7072797e-05],,[ 4.303437  -5.3062277],,0,,0,
Images/UTKFace/13_0_0_20170103200550455.jpg.chip.jpg,0,[9.9973381e-01 2.6618305e-04],,[ 3.7961264 -4.4349337],,0,,0,
Images/UTKFace/17_1_0_20170109213642438.jpg.chip.jpg,0,[9.9999166e-01 8.3026480e-06],,[ 5.23884  -6.460088],,0,,0,
Images/UTKFace/18_0_0_20170117135529944.jpg.chip.jpg,0,[0.9937382  0.00626178],,[ 2.3191192 -2.7478895],,0,,0,
Images/UTKFace/20_0_0_20170117140056058.jpg.chip.jpg,0,[9.9983066e-01 1.6929192e-04],,[ 4.130658  -4.5530586],,0,,0,
Images/UTKFace/8_0_0_20170110220038315.jpg.chip.jpg,0,[9.9995118e-01 4.8792714e-05],,[ 4.5323877 -5.395493 ],,0,,0,
Images/UTKFace/15_0_0_20170104225947233.jpg.chip.jpg,0,[9.9999726e-01 2.7008666e-06],,[ 6.0284357 -6.7934995],,0,,0,
Images/UTKFace/4_0_0_20170110213526716.jpg.chip.jpg,0,[9.9999774e-01 2.2486402e-06],,[ 5.9739833 -7.0311995],,0,,0,
Images/UTKFace/33_0_0_20170109001152301.jpg.chip.jpg,0,[0.74619746 0.25380254],,[ 0.299445  -0.7789888],,0,,0,
Images/UTKFace/24_1_0_20170116211912644.jpg.chip.jpg,0,[0.9084249  0.09157506],,[ 0.98672664 -1.3078265 ],,0,,0,
Images/UTKFace/26_0_0_20170117200723805.jpg.chip.jpg,0,[0.833745   0.16625504],,[ 0.7222049 -0.8901996],,0,,0,
Images/UTKFace/32_0_0_20170117122038021.jpg.chip.jpg,0,[0.7381161 0.2618839],,[ 0.13767461 -0.89852524],,0,,0,
Images/UTKFace/4_0_0_20170110213530901.jpg.chip.jpg,0,[9.999914e-01 8.554475e-06],,[ 5.1494913 -6.519556 ],,0,,0,
Images/UTKFace/25_1_0_20170116223827511.jpg.chip.jpg,0,[9.9917865e-01 8.2133623e-04],,[ 3.2827575 -3.820999 ],,0,,0,
Images/UTKFace/26_1_0_20170116175417440.jpg.chip.jpg,0,[0.99465024 0.00534972],,[ 2.4396372 -2.78571  ],,0,,0,
Images/UTKFace/1_1_0_20161219222133615.jpg.chip.jpg,0,[9.9998581e-01 1.4146509e-05],,[ 5.0144014 -6.151627 ],,0,,0,
Images/UTKFace/30_0_0_20170117143502368.jpg.chip.jpg,0,[0.9933689  0.00663103],,[ 2.436626  -2.5727165],,0,,0,
