face_name_align,race,age_bin_scores_fair,race_scores_fair,age_bin_outputs,race_outputs,age_bin_preds_fair,race_preds_fair,age_bin,race
Images/UTKFace/3_0_0_20170110212752045.jpg.chip.jpg,0,[0.36836746 0.6316325 ],,[-0.5866687  -0.04744196],,1,,0,
Images/UTKFace/9_0_0_20170110220413289.jpg.chip.jpg,0,[0.7269261 0.2730739],,[ 0.19837895 -0.7807034 ],,0,,0,
Images/UTKFace/24_1_0_20170105183611646.jpg.chip.jpg,0,[0.8131185  0.18688151],,[ 0.4366248 -1.0337774],,0,,0,
Images/UTKFace/5_1_0_20170117140150663.jpg.chip.jpg,0,[0.58802223 0.41197777],,[-0.00572163 -0.3615171 ],,0,,0,
Images/UTKFace/28_0_0_20170117180145941.jpg.chip.jpg,0,[0.586902 0.413098],,[-0.02835806 -0.37953112],,0,,0,
Images/UTKFace/22_0_0_20170117143224571.jpg.chip.jpg,0,[0.7852318  0.21476816],,[ 0.4185616 -0.8778583],,0,,0,
Images/UTKFace/32_0_0_20170116201321051.jpg.chip.jpg,0,[0.88504153 0.11495843],,[ 0.78693086 -1.2541331 ],,0,,0,
Images/UTKFace/32_1_0_20170103182614674.jpg.chip.jpg,0,[0.6238152  0.37618488],,[ 0.09830231 -0.4074711 ],,0,,0,
Images/UTKFace/9_0_0_20170110221724498.jpg.chip.jpg,0,[0.5507064 0.4492936],,[-0.10724769 -0.3107729 ],,0,,0,
Images/UTKFace/26_0_0_20170113210319790.jpg.chip.jpg,0,[0.18348338 0.81651664],,[-0.9585112  0.5344121],,1,,0,
Images/UTKFace/12_0_0_20170110215739155.jpg.chip.jpg,0,[0.765296   0.23470402],,[ 0.31453353 -0.86740386],,0,,0,
Images/UTKFace/24_0_0_20170117150031708.jpg.chip.jpg,0,[0.29891863 0.7010814 ],,[-0.71751404  0.13493858],,1,,0,
Images/UTKFace/9_0_0_20170110221716630.jpg.chip.jpg,0,[0.57534087 0.4246591 ],,[-0.03818666 -0.34186253],,0,,0,
Images/UTKFace/2_0_0_20161219162303390.jpg.chip.jpg,0,[0.9889738  0.01102622],,[ 1.9057863 -2.5906055],,0,,0,
Images/UTKFace/25_1_0_20170117140624359.jpg.chip.jpg,0,[0.38891885 0.6110812 ],,[-0.43968606  0.01217303],,1,,0,
