face_name_align,race,gender_scores_fair,race_scores_fair,gender_outputs,race_outputs,gender_preds_fair,race_preds_fair,gender,race
Images/UTKFace/40_0_0_20170117140006196.jpg.chip.jpg,0,[0.94586056 0.05413942],,[ 1.1708981 -1.6896343],,0,,0,
Images/UTKFace/25_0_0_20170116223144178.jpg.chip.jpg,0,[0.2666919 0.7333081],,[-0.77141815  0.24005377],,1,,0,
Images/UTKFace/40_0_0_20170117134415492.jpg.chip.jpg,0,[0.81445473 0.18554527],,[ 0.4787252 -1.0004947],,0,,0,
Images/UTKFace/50_0_0_20170117160624326.jpg.chip.jpg,0,[0.88806194 0.11193802],,[ 0.7863366 -1.2847595],,0,,0,
Images/UTKFace/68_0_0_20170117171408597.jpg.chip.jpg,0,[0.8970876  0.10291244],,[ 0.8160177 -1.3492573],,0,,0,
Images/UTKFace/9_0_0_20170110221701052.jpg.chip.jpg,0,[0.14950334 0.85049665],,[-1.15044     0.58806187],,1,,0,
Images/UTKFace/4_0_0_20170105183540567.jpg.chip.jpg,0,[0.5913859  0.40861407],,[-0.07437521 -0.44407296],,0,,0,
Images/UTKFace/47_0_0_20170119205119560.jpg.chip.jpg,0,[0.97123045 0.02876951],,[ 1.4688517 -2.050396 ],,0,,0,
Images/UTKFace/40_0_0_20170117151450653.jpg.chip.jpg,0,[0.67513466 0.3248654 ],,[ 0.16534193 -0.56615925],,0,,0,
Images/UTKFace/25_0_0_20170117151532082.jpg.chip.jpg,0,[0.3438663 0.6561337],,[-0.54289544  0.1032163 ],,1,,0,
Images/UTKFace/60_0_0_20170109013457906.jpg.chip.jpg,0,[0.97015417 0.02984581],,[ 1.3757999 -2.1056106],,0,,0,
Images/UTKFace/12_0_0_20170117182308749.jpg.chip.jpg,0,[0.62163013 0.3783699 ],,[-0.03897903 -0.53545207],,0,,0,
Images/UTKFace/45_0_0_20170104184307637.jpg.chip.jpg,0,[0.93419665 0.06580339],,[ 1.0870101 -1.5660055],,0,,0,
Images/UTKFace/26_0_0_20170117091440776.jpg.chip.jpg,0,[0.92798084 0.07201914],,[ 1.0188973 -1.537182 ],,0,,0,
Images/UTKFace/88_0_0_20170113185121024.jpg.chip.jpg,0,[0.81060916 0.18939085],,[ 0.3726506 -1.0813227],,0,,0,
Images/UTKFace/38_0_0_20170113210604697.jpg.chip.jpg,0,[0.9541489  0.04585113],,[ 1.2365276 -1.7988924],,0,,0,
Images/UTKFace/54_0_0_20170120223256415.jpg.chip.jpg,0,[0.63462335 0.36537665],,[ 0.03450837 -0.5175945 ],,0,,0,
Images/UTKFace/78_0_0_20170111210454101.jpg.chip.jpg,0,[0.8926567  0.10734335],,[ 0.8705975 -1.2475721],,0,,0,
Images/UTKFace/47_0_0_20170117155944017.jpg.chip.jpg,0,[0.91951627 0.08048376],,[ 0.94703734 -1.488755  ],,0,,0,
Images/UTKFace/26_0_0_20170117153343071.jpg.chip.jpg,0,[0.43151757 0.56848246],,[-0.35011494 -0.07445268],,1,,0,
Images/UTKFace/58_0_0_20170117184403351.jpg.chip.jpg,0,[0.953461   0.04653903],,[ 1.2254702 -1.7943369],,0,,0,
Images/UTKFace/53_0_0_20170117163655617.jpg.chip.jpg,0,[0.898881   0.10111896],,[ 0.8766976 -1.3081553],,0,,0,
Images/UTKFace/50_0_0_20170117155052592.jpg.chip.jpg,0,[0.92836666 0.07163338],,[ 1.058704  -1.5031617],,0,,0,
Images/UTKFace/46_0_0_20170104204638611.jpg.chip.jpg,0,[0.8378188 0.1621812],,[ 0.5758782 -1.0662094],,0,,0,
