face_name_align,race,gender_scores_fair,race_scores_fair,gender_outputs,race_outputs,gender_preds_fair,race_preds_fair,gender,race
Images/UTKFace/40_0_0_20170117140006196.jpg.chip.jpg,0,[0.6165924  0.38340762],,[ 0.17580168 -0.2993077 ],,0,,0,
Images/UTKFace/25_0_0_20170116223144178.jpg.chip.jpg,0,[0.92288566 0.07711433],,[ 0.9908356 -1.4913807],,0,,0,
Images/UTKFace/40_0_0_20170117134415492.jpg.chip.jpg,0,[0.82123387 0.17876619],,[ 0.60366744 -0.9210618 ],,0,,0,
Images/UTKFace/50_0_0_20170117160624326.jpg.chip.jpg,0,[9.9976033e-01 2.3971076e-04],,[ 3.9998522 -4.3359857],,0,,0,
Images/UTKFace/68_0_0_20170117171408597.jpg.chip.jpg,0,[0.66136837 0.33863163],,[ 0.17565297 -0.49374524],,0,,0,
Images/UTKFace/9_0_0_20170110221701052.jpg.chip.jpg,0,[0.8056781  0.19432184],,[ 0.6123842 -0.8097845],,0,,0,
Images/UTKFace/4_0_0_20170105183540567.jpg.chip.jpg,0,[0.4868468 0.5131532],,[-0.21254075 -0.15991569],,1,,0,
Images/UTKFace/47_0_0_20170119205119560.jpg.chip.jpg,0,[9.9934912e-01 6.5089064e-04],,[ 3.516107  -3.8204107],,0,,0,
Images/UTKFace/40_0_0_20170117151450653.jpg.chip.jpg,0,[0.9980285  0.00197149],,[ 2.9068115 -3.3201783],,0,,0,
Images/UTKFace/25_0_0_20170117151532082.jpg.chip.jpg,0,[0.99681914 0.00318085],,[ 2.6345632 -3.1128569],,0,,0,
Images/UTKFace/60_0_0_20170109013457906.jpg.chip.jpg,0,[0.995512   0.00448799],,[ 2.4345574 -2.9672954],,0,,0,
Images/UTKFace/12_0_0_20170117182308749.jpg.chip.jpg,0,[0.7267297  0.27327034],,[ 0.37669322 -0.6013999 ],,0,,0,
Images/UTKFace/45_0_0_20170104184307637.jpg.chip.jpg,0,[0.9973663  0.00263368],,[ 2.6757395 -3.2609951],,0,,0,
Images/UTKFace/26_0_0_20170117091440776.jpg.chip.jpg,0,[0.9986166  0.00138344],,[ 2.9994404 -3.58236  ],,0,,0,
Images/UTKFace/88_0_0_20170113185121024.jpg.chip.jpg,0,[0.9073341  0.09266594],,[ 0.97744143 -1.3040683 ],,0,,0,
Images/UTKFace/38_0_0_20170113210604697.jpg.chip.jpg,0,[0.9904062  0.00959376],,[ 2.096714  -2.5402887],,0,,0,
Images/UTKFace/54_0_0_20170120223256415.jpg.chip.jpg,0,[0.9184817  0.08151832],,[ 1.0629255 -1.3589687],,0,,0,
Images/UTKFace/78_0_0_20170111210454101.jpg.chip.jpg,0,[9.993575e-01 6.425521e-04],,[ 3.4742045 -3.8752153],,0,,0,
Images/UTKFace/47_0_0_20170117155944017.jpg.chip.jpg,0,[9.9931210e-01 6.8785733e-04],,[ 3.46827   -3.8129709],,0,,0,
Images/UTKFace/26_0_0_20170117153343071.jpg.chip.jpg,0,[0.9977179  0.00228205],,[ 2.8161767 -3.2642198],,0,,0,
Images/UTKFace/58_0_0_20170117184403351.jpg.chip.jpg,0,[0.9737254  0.02627462],,[ 1.6792665 -1.9332595],,0,,0,
Images/UTKFace/53_0_0_20170117163655617.jpg.chip.jpg,0,[0.99096537 0.00903468],,[ 2.1985955 -2.4990134],,0,,0,
Images/UTKFace/50_0_0_20170117155052592.jpg.chip.jpg,0,[0.99638444 0.00361558],,[ 2.6095018 -3.0093791],,0,,0,
Images/UTKFace/46_0_0_20170104204638611.jpg.chip.jpg,0,[0.992908   0.00709204],,[ 2.3136044 -2.6280613],,0,,0,
Images/UTKFace/25_0_0_20170116220630282.jpg.chip.jpg,0,[9.9962717e-01 3.7282164e-04],,[ 3.6866367 -4.207401 ],,0,,0,
Images/UTKFace/42_0_0_20170104184018702.jpg.chip.jpg,0,[0.9968824  0.00311765],,[ 2.6595786 -3.1079755],,0,,0,
Images/UTKFace/10_0_0_20170110224255796.jpg.chip.jpg,0,[0.64249665 0.35750332],,[ 0.16235949 -0.42385742],,0,,0,
Images/UTKFace/21_0_0_20170117142009042.jpg.chip.jpg,0,[0.9967784  0.00322159],,[ 2.705669  -3.0289836],,0,,0,
Images/UTKFace/25_0_0_20170116222939697.jpg.chip.jpg,0,[0.9220538  0.07794613],,[ 0.9800622 -1.4905236],,0,,0,
Images/UTKFace/13_0_0_20170110225447389.jpg.chip.jpg,0,[0.7911789  0.20882109],,[ 0.4935585 -0.8384878],,0,,0,
Images/UTKFace/25_0_0_20170113181532013.jpg.chip.jpg,0,[0.78917503 0.21082498],,[ 0.48557362 -0.8343862 ],,0,,0,
Images/UTKFace/9_0_0_20170110221724498.jpg.chip.jpg,0,[0.9102705 0.0897295],,[ 1.0215459 -1.2953963],,0,,0,
Images/UTKFace/35_0_0_20170116182345117.jpg.chip.jpg,0,[0.9967832  0.00321679],,[ 2.6366923 -3.0994556],,0,,0,
Images/UTKFace/54_0_0_20170104212522653.jpg.chip.jpg,0,[0.9967093  0.00329071],,[ 2.7536855 -2.9596696],,0,,0,
Images/UTKFace/68_0_0_20170117171135900.jpg.chip.jpg,0,[0.81555575 0.18444426],,[ 0.5596672 -0.9268552],,0,,0,
Images/UTKFace/26_0_0_20170113210319406.jpg.chip.jpg,0,[0.9563796 0.0436204],,[ 1.3042376 -1.7833924],,0,,0,
Images/UTKFace/52_0_0_20170104212021653.jpg.chip.jpg,0,[0.9870808  0.01291918],,[ 2.0791938 -2.2568452],,0,,0,
Images/UTKFace/30_0_0_20170113135527027.jpg.chip.jpg,0,[0.99757504 0.00242495],,[ 2.7479203 -3.271596 ],,0,,0,
Images/UTKFace/65_0_0_20170117160554095.jpg.chip.jpg,0,[0.93358666 0.06641334],,[ 1.0653592 -1.5777766],,0,,0,
Images/UTKFace/67_0_0_20170108235729190.jpg.chip.jpg,0,[0.9972465  0.00275349],,[ 2.7604017 -3.131727 ],,0,,0,
Images/UTKFace/36_0_0_20170117135846415.jpg.chip.jpg,0,[0.7400533  0.25994673],,[ 0.33268368 -0.71356165],,0,,0,
Images/UTKFace/43_0_0_20170104210618508.jpg.chip.jpg,0,[0.9588254  0.04117463],,[ 1.4449353 -1.7029513],,0,,0,
Images/UTKFace/30_0_0_20170119195542220.jpg.chip.jpg,0,[9.9938387e-01 6.1616302e-04],,[ 3.4017806 -3.989602 ],,0,,0,
Images/UTKFace/32_0_0_20170114034605240.jpg.chip.jpg,0,[0.99776673 0.00223326],,[ 2.9873796 -3.1146796],,0,,0,
Images/UTKFace/34_0_0_20170117141607879.jpg.chip.jpg,0,[0.9989807  0.00101933],,[ 3.2529128 -3.6346803],,0,,0,
