face_name_align,race,gender_scores_fair,race_scores_fair,gender_outputs,race_outputs,gender_preds_fair,race_preds_fair,gender,race
Images/UTKFace/42_0_0_20170117171631214.jpg.chip.jpg,0,[0.56208825 0.43791178],,[ 0.09991376 -0.14972769],,0,,0,
Images/UTKFace/1_1_0_20170109192729677.jpg.chip.jpg,0,[0.512043 0.487957],,[-0.10093889 -0.14912017],,0,,1,
Images/UTKFace/56_0_2_20170112221925748.jpg.chip.jpg,2,[0.5754335  0.42456648],,[ 0.0384781  -0.26557708],,0,,0,
Images/UTKFace/3_0_0_20170110213136600.jpg.chip.jpg,0,[0.5165165  0.48348352],,[-0.11141121 -0.17750116],,0,,0,
Images/UTKFace/61_0_0_20170117174451974.jpg.chip.jpg,0,[0.56434244 0.43565753],,[ 0.03286418 -0.2259406 ],,0,,0,
Images/UTKFace/1_0_2_20161219155748349.jpg.chip.jpg,2,[0.53609246 0.4639075 ],,[-0.00641389 -0.15103526],,0,,0,
Images/UTKFace/38_0_1_20170113152209191.jpg.chip.jpg,1,[0.53083056 0.46916947],,[ 0.0286855  -0.09479327],,0,,0,
Images/UTKFace/7_1_2_20161219190036147.jpg.chip.jpg,2,[0.5095418  0.49045816],,[-0.01892651 -0.05709851],,0,,1,
Images/UTKFace/53_0_0_20170104212423829.jpg.chip.jpg,0,[0.5154225  0.48457748],,[-0.06243242 -0.12414207],,0,,0,
Images/UTKFace/24_1_3_20161220221541210.jpg.chip.jpg,3,[0.54948276 0.45051724],,[ 0.02287047 -0.17571057],,0,,1,
Images/UTKFace/32_0_1_20170113145215078.jpg.chip.jpg,1,[0.50952727 0.49047276],,[ 0.0013233  -0.03679023],,0,,0,
Images/UTKFace/40_0_0_20170113210126285.jpg.chip.jpg,0,[0.5303602  0.46963975],,[-0.11121321 -0.23280387],,0,,0,
Images/UTKFace/25_1_1_20170116003258343.jpg.chip.jpg,1,[0.5581395  0.44186053],,[-0.00402608 -0.23764084],,0,,1,
Images/UTKFace/88_1_0_20170110183756051.jpg.chip.jpg,0,[0.5009762 0.4990238],,[-0.1667947  -0.17069964],,0,,1,
Images/UTKFace/70_0_0_20170111200757701.jpg.chip.jpg,0,[0.51171094 0.48828906],,[-0.08936021 -0.13621251],,0,,0,
Images/UTKFace/1_0_0_20161219154556757.jpg.chip.jpg,0,[0.56405604 0.43594393],,[ 0.02067776 -0.23696211],,0,,0,
Images/UTKFace/28_0_0_20170117120854505.jpg.chip.jpg,0,[0.5372014  0.46279857],,[-0.0343141  -0.18339537],,0,,0,
Images/UTKFace/52_1_0_20170109221054399.jpg.chip.jpg,0,[0.52326083 0.47673917],,[-0.07589314 -0.16900373],,0,,1,
Images/UTKFace/25_1_1_20170117140407096.jpg.chip.jpg,1,[0.52842164 0.4715784 ],,[ 0.03649856 -0.0773105 ],,0,,1,
Images/UTKFace/36_0_0_20170113184113374.jpg.chip.jpg,0,[0.539144 0.460856],,[-0.02362062 -0.18051772],,0,,0,
Images/UTKFace/1_0_2_20161219161831390.jpg.chip.jpg,2,[0.54574656 0.45425344],,[-0.01424879 -0.19774818],,0,,0,
Images/UTKFace/28_0_0_20170117120705693.jpg.chip.jpg,0,[0.5201774  0.47982258],,[-0.05999362 -0.14074713],,0,,0,
Images/UTKFace/21_0_0_20170114025137038.jpg.chip.jpg,0,[0.5213916  0.47860846],,[-0.08086561 -0.16648416],,0,,0,
Images/UTKFace/16_0_0_20170110232313053.jpg.chip.jpg,0,[0.48838907 0.511611  ],,[-0.15474604 -0.10829395],,1,,0,
Images/UTKFace/23_1_1_20170102233446754.jpg.chip.jpg,1,[0.5384249  0.46157506],,[ 0.03643968 -0.11756369],,0,,1,
Images/UTKFace/30_1_1_20170112231459398.jpg.chip.jpg,1,[0.5452857  0.45471427],,[ 0.09202771 -0.08961291],,0,,1,
Images/UTKFace/32_0_0_20170117182419741.jpg.chip.jpg,0,[0.5313151 0.4686849],,[ 0.02917279 -0.09625169],,0,,0,
Images/UTKFace/32_0_1_20170117140748207.jpg.chip.jpg,1,[0.4688481 0.5311519],,[-0.16002586 -0.03525675],,1,,0,
Images/UTKFace/62_1_0_20170110160643798.jpg.chip.jpg,0,[0.551368 0.448632],,[ 0.0592841  -0.14691533],,0,,1,
Images/UTKFace/26_1_3_20170104223139599.jpg.chip.jpg,3,[0.5085719  0.49142808],,[-0.07317811 -0.10746922],,0,,1,
Images/UTKFace/39_0_2_20170104204728132.jpg.chip.jpg,2,[0.4974074  0.50259256],,[-0.09711213 -0.08674165],,1,,0,
Images/UTKFace/26_0_2_20170116180352453.jpg.chip.jpg,2,[0.57413346 0.42586657],,[ 0.01130646 -0.2874293 ],,0,,0,
Images/UTKFace/20_1_1_20170112191224819.jpg.chip.jpg,1,[0.47716215 0.5228379 ],,[-0.11658937 -0.02517423],,1,,1,
Images/UTKFace/28_1_3_20170119195100723.jpg.chip.jpg,3,[0.54886776 0.45113224],,[ 0.01516836 -0.18092875],,0,,1,
Images/UTKFace/28_0_1_20170103225933161.jpg.chip.jpg,1,[0.57489055 0.42510942],,[ 0.05272895 -0.24910419],,0,,0,
Images/UTKFace/44_0_3_20170119150719334.jpg.chip.jpg,3,[0.5218999 0.4781001],,[-0.02782746 -0.11548322],,0,,0,
Images/UTKFace/21_0_0_20170117142115098.jpg.chip.jpg,0,[0.44941735 0.5505827 ],,[-0.17560585  0.02741933],,1,,0,
Images/UTKFace/26_0_1_20170103235317796.jpg.chip.jpg,1,[0.5002207  0.49977925],,[-0.12086943 -0.12175242],,0,,0,
Images/UTKFace/28_0_0_20170113210605140.jpg.chip.jpg,0,[0.53633946 0.46366057],,[ 0.0607755  -0.08483899],,0,,0,
Images/UTKFace/26_1_1_20170113000258193.jpg.chip.jpg,1,[0.4923563 0.5076437],,[-0.03045216  0.00012496],,1,,1,
Images/UTKFace/65_1_0_20170110125535454.jpg.chip.jpg,0,[0.47981146 0.5201885 ],,[-0.11474735 -0.03394938],,1,,1,
Images/UTKFace/22_0_1_20170113150443999.jpg.chip.jpg,1,[0.5197817  0.48021826],,[-0.05523149 -0.13439971],,0,,0,
Images/UTKFace/26_1_1_20170116024031179.jpg.chip.jpg,1,[0.54427624 0.45572376],,[ 0.07626018 -0.10130986],,0,,1,
Images/UTKFace/30_0_0_20170117150940669.jpg.chip.jpg,0,[0.5460515  0.45394853],,[ 0.01190704 -0.1728225 ],,0,,0,
Images/UTKFace/90_0_1_20170113184758168.jpg.chip.jpg,1,[0.53067666 0.4693233 ],,[-0.01208402 -0.13494508],,0,,0,
Images/UTKFace/31_0_0_20170117181551404.jpg.chip.jpg,0,[0.58257407 0.4174259 ],,[ 0.05843271 -0.2749166 ],,0,,0,
Images/UTKFace/7_1_0_20170109192035908.jpg.chip.jpg,0,[0.49577796 0.50422204],,[-0.10418511 -0.08729664],,1,,1,
Images/UTKFace/26_0_1_20170105183906447.jpg.chip.jpg,1,[0.53599125 0.46400872],,[ 0.01915185 -0.12506266],,0,,0,
Images/UTKFace/36_1_3_20170117183338262.jpg.chip.jpg,3,[0.54307437 0.4569256 ],,[ 0.02109722 -0.1516285 ],,0,,1,
Images/UTKFace/31_0_3_20170119195952148.jpg.chip.jpg,3,[0.52593577 0.4740642 ],,[ 0.0419045  -0.06193194],,0,,0,
Images/UTKFace/59_0_0_20170104002111294.jpg.chip.jpg,0,[0.5503869 0.4496131],,[-0.05386335 -0.25609747],,0,,0,
Images/UTKFace/2_0_2_20161219211219902.jpg.chip.jpg,2,[0.5433499  0.45665005],,[-0.02524053 -0.19907679],,0,,0,
Images/UTKFace/28_1_1_20170117121837397.jpg.chip.jpg,1,[0.4715036  0.52849644],,[-0.14347206 -0.02936266],,1,,1,
Images/UTKFace/54_1_3_20170119211354201.jpg.chip.jpg,3,[0.5034992  0.49650076],,[-0.07726522 -0.09126233],,0,,1,
Images/UTKFace/35_0_0_20170117151327234.jpg.chip.jpg,0,[0.54568577 0.4543142 ],,[-0.05158137 -0.2348357 ],,0,,0,
Images/UTKFace/68_0_0_20170117172902192.jpg.chip.jpg,0,[0.55410177 0.4458982 ],,[ 0.03708542 -0.18017226],,0,,0,
Images/UTKFace/26_1_1_20170116232703010.jpg.chip.jpg,1,[0.53404385 0.46595618],,[-0.02303202 -0.15941834],,0,,1,
Images/UTKFace/5_1_0_20170109193951363.jpg.chip.jpg,0,[0.539366 0.460634],,[ 0.06092334 -0.09686723],,0,,1,
Images/UTKFace/20_1_0_20170117183640921.jpg.chip.jpg,0,[0.50135314 0.4986469 ],,[-0.05753651 -0.06294914],,0,,1,
Images/UTKFace/75_0_1_20170111221706652.jpg.chip.jpg,1,[0.4896974  0.51030254],,[-0.29981336 -0.25859714],,1,,0,
Images/UTKFace/31_0_0_20170113142314661.jpg.chip.jpg,0,[0.50154203 0.49845794],,[-0.04390013 -0.05006845],,0,,0,
Images/UTKFace/26_1_2_20170116184656151.jpg.chip.jpg,2,[0.5881003 0.4118997],,[ 0.0144716 -0.3416461],,0,,1,
Images/UTKFace/24_1_3_20170119171019536.jpg.chip.jpg,3,[0.5425106  0.45748934],,[ 0.02512021 -0.14533399],,0,,1,
Images/UTKFace/23_1_0_20170117144740562.jpg.chip.jpg,0,[0.5126212  0.48737878],,[-0.11292686 -0.16342251],,0,,1,
Images/UTKFace/38_1_1_20170113010502255.jpg.chip.jpg,1,[0.55046916 0.44953084],,[-0.08789104 -0.2904575 ],,0,,1,
Images/UTKFace/35_0_0_20170120220720314.jpg.chip.jpg,0,[0.5250932 0.4749068],,[-0.02534973 -0.12580693],,0,,0,
Images/UTKFace/54_0_0_20170113210319475.jpg.chip.jpg,0,[0.5801488 0.4198512],,[ 0.04526521 -0.2781191 ],,0,,0,
Images/UTKFace/30_0_1_20170116010659651.jpg.chip.jpg,1,[0.515448   0.48455203],,[-0.04732392 -0.10913541],,0,,0,
Images/UTKFace/26_1_1_20170116164358291.jpg.chip.jpg,1,[0.49820814 0.50179183],,[0.02045401 0.02762141],,1,,1,
Images/UTKFace/11_1_0_20170109205214234.jpg.chip.jpg,0,[0.5583156  0.44168445],,[ 0.02040486 -0.2139237 ],,0,,1,
Images/UTKFace/3_0_1_20170109194623635.jpg.chip.jpg,1,[0.50677323 0.49322674],,[-0.08063045 -0.10772507],,0,,0,
Images/UTKFace/24_0_3_20170119152239904.jpg.chip.jpg,3,[0.5339019  0.46609816],,[ 0.00083438 -0.13498138],,0,,0,
Images/UTKFace/30_1_0_20170117151337477.jpg.chip.jpg,0,[0.54412746 0.45587257],,[ 0.05008358 -0.1268865 ],,0,,1,
Images/UTKFace/58_1_1_20170113185350033.jpg.chip.jpg,1,[0.5681276 0.4318724],,[-0.0093533  -0.28356916],,0,,1,
Images/UTKFace/9_0_0_20170110220442681.jpg.chip.jpg,0,[0.51716703 0.48283294],,[-0.0784927  -0.14718789],,0,,0,
Images/UTKFace/2_0_2_20161219162359990.jpg.chip.jpg,2,[0.55480295 0.4451971 ],,[-0.01543808 -0.23553397],,0,,0,
Images/UTKFace/42_0_3_20170117154750955.jpg.chip.jpg,3,[0.5415539 0.4584461],,[-0.04230472 -0.20890471],,0,,0,
