face_name_align,gender,race_scores_fair,gender_scores_fair,race_outputs,gender_outputs,race_preds_fair,gender_preds_fair,race,gender
Images/UTKFace/40_0_0_20170117140006196.jpg.chip.jpg,0,[0.96343625 0.03656376],,[ 1.4888103 -1.7826384],,0,,0,
Images/UTKFace/25_0_0_20170116223144178.jpg.chip.jpg,0,[0.5790375  0.42096254],,[-0.03452782 -0.35335124],,0,,0,
Images/UTKFace/40_0_0_20170117134415492.jpg.chip.jpg,0,[0.9895941  0.01040591],,[ 2.1105814 -2.4443393],,0,,0,
Images/UTKFace/50_0_0_20170117160624326.jpg.chip.jpg,0,[0.95840436 0.04159561],,[ 1.4394984 -1.6977767],,0,,0,
Images/UTKFace/68_0_0_20170117171408597.jpg.chip.jpg,0,[0.76380587 0.23619416],,[ 0.46891466 -0.70474476],,0,,0,
Images/UTKFace/9_0_0_20170110221701052.jpg.chip.jpg,0,[0.5014629  0.49853712],,[-0.14448729 -0.15033881],,0,,0,
Images/UTKFace/4_0_0_20170105183540567.jpg.chip.jpg,0,[0.6978648  0.30213526],,[ 0.2450922  -0.59205824],,0,,0,
Images/UTKFace/47_0_0_20170119205119560.jpg.chip.jpg,0,[0.20454226 0.7954577 ],,[-0.90685475  0.45128843],,1,,0,
Images/UTKFace/40_0_0_20170117151450653.jpg.chip.jpg,0,[0.9602864  0.03971362],,[ 1.4114245 -1.7741127],,0,,0,
Images/UTKFace/25_0_0_20170117151532082.jpg.chip.jpg,0,[0.9087022  0.09129779],,[ 0.8912396 -1.4066513],,0,,0,
Images/UTKFace/60_0_0_20170109013457906.jpg.chip.jpg,0,[0.8736451 0.1263549],,[ 0.6855878 -1.2479918],,0,,0,
Images/UTKFace/12_0_0_20170117182308749.jpg.chip.jpg,0,[0.57531923 0.4246808 ],,[-0.01053064 -0.31411773],,0,,0,
Images/UTKFace/45_0_0_20170104184307637.jpg.chip.jpg,0,[0.9218566  0.07814339],,[ 0.97742134 -1.4904228 ],,0,,0,
Images/UTKFace/26_0_0_20170117091440776.jpg.chip.jpg,0,[0.97819144 0.02180858],,[ 1.7846928 -2.0187092],,0,,0,
Images/UTKFace/88_0_0_20170113185121024.jpg.chip.jpg,0,[0.8457192 0.1542808],,[ 0.6348631 -1.06655  ],,0,,0,
Images/UTKFace/38_0_0_20170113210604697.jpg.chip.jpg,0,[0.9813534  0.01864659],,[ 1.8149856 -2.1482837],,0,,0,
Images/UTKFace/54_0_0_20170120223256415.jpg.chip.jpg,0,[0.98768955 0.01231042],,[ 2.1438918 -2.241031 ],,0,,0,
Images/UTKFace/78_0_0_20170111210454101.jpg.chip.jpg,0,[0.99856937 0.00143061],,[ 3.1730995 -3.3751235],,0,,0,
Images/UTKFace/47_0_0_20170117155944017.jpg.chip.jpg,0,[0.9844498 0.0155502],,[ 1.9608119 -2.187198 ],,0,,0,
Images/UTKFace/26_0_0_20170117153343071.jpg.chip.jpg,0,[0.88740075 0.11259926],,[ 0.85113317 -1.2133284 ],,0,,0,
Images/UTKFace/58_0_0_20170117184403351.jpg.chip.jpg,0,[0.9901813  0.00981865],,[ 2.13427   -2.4793348],,0,,0,
Images/UTKFace/53_0_0_20170117163655617.jpg.chip.jpg,0,[0.99829537 0.00170462],,[ 3.0724816 -3.3002255],,0,,0,
Images/UTKFace/50_0_0_20170117155052592.jpg.chip.jpg,0,[0.40759605 0.5924039 ],,[-0.31862208  0.0552899 ],,1,,0,
Images/UTKFace/46_0_0_20170104204638611.jpg.chip.jpg,0,[0.9075657  0.09243428],,[ 0.9469865 -1.3372816],,0,,0,
Images/UTKFace/25_0_0_20170116220630282.jpg.chip.jpg,0,[0.9935532  0.00644685],,[ 2.2931447 -2.7445517],,0,,0,
Images/UTKFace/42_0_0_20170104184018702.jpg.chip.jpg,0,[0.86726296 0.13273709],,[ 0.82119673 -1.0557752 ],,0,,0,
Images/UTKFace/10_0_0_20170110224255796.jpg.chip.jpg,0,[0.8689885  0.13101149],,[ 0.7263639 -1.1656811],,0,,0,
Images/UTKFace/21_0_0_20170117142009042.jpg.chip.jpg,0,[0.9666025  0.03339745],,[ 1.4746358 -1.8906721],,0,,0,
Images/UTKFace/25_0_0_20170116222939697.jpg.chip.jpg,0,[0.7199425  0.28005755],,[ 0.22107628 -0.72310007],,0,,0,
Images/UTKFace/13_0_0_20170110225447389.jpg.chip.jpg,0,[0.94712776 0.0528722 ],,[ 1.3544494 -1.5311068],,0,,0,
Images/UTKFace/25_0_0_20170113181532013.jpg.chip.jpg,0,[0.93433225 0.06566773],,[ 1.1851739 -1.4700507],,0,,0,
Images/UTKFace/9_0_0_20170110221724498.jpg.chip.jpg,0,[0.93177736 0.06822266],,[ 1.1289691 -1.4853481],,0,,0,
Images/UTKFace/35_0_0_20170116182345117.jpg.chip.jpg,0,[0.27024853 0.72975147],,[-0.7804644   0.21289763],,1,,0,
Images/UTKFace/54_0_0_20170104212522653.jpg.chip.jpg,0,[0.994932   0.00506798],,[ 2.492104  -2.7876282],,0,,0,
Images/UTKFace/68_0_0_20170117171135900.jpg.chip.jpg,0,[0.79442203 0.20557797],,[ 0.59330845 -0.75848097],,0,,0,
Images/UTKFace/26_0_0_20170113210319406.jpg.chip.jpg,0,[0.10579926 0.89420074],,[-1.3251338  0.8092529],,1,,0,
Images/UTKFace/52_0_0_20170104212021653.jpg.chip.jpg,0,[0.9359891  0.06401092],,[ 1.2172215 -1.4653287],,0,,0,
Images/UTKFace/30_0_0_20170113135527027.jpg.chip.jpg,0,[0.27314532 0.7268547 ],,[-0.7091114   0.26961112],,1,,0,
Images/UTKFace/65_0_0_20170117160554095.jpg.chip.jpg,0,[0.91331816 0.08668183],,[ 0.95703036 -1.3978096 ],,0,,0,
Images/UTKFace/67_0_0_20170108235729190.jpg.chip.jpg,0,[0.98450524 0.01549474],,[ 1.984229 -2.16741 ],,0,,0,
Images/UTKFace/36_0_0_20170117135846415.jpg.chip.jpg,0,[0.40984246 0.5901575 ],,[-0.35563847  0.0089782 ],,1,,0,
Images/UTKFace/43_0_0_20170104210618508.jpg.chip.jpg,0,[0.727773 0.272227],,[ 0.3340642  -0.64928883],,0,,0,
Images/UTKFace/30_0_0_20170119195542220.jpg.chip.jpg,0,[0.9860743  0.01392568],,[ 2.003337 -2.25666 ],,0,,0,
Images/UTKFace/32_0_0_20170114034605240.jpg.chip.jpg,0,[0.9983014  0.00169856],,[ 2.993799  -3.3824763],,0,,0,
Images/UTKFace/34_0_0_20170117141607879.jpg.chip.jpg,0,[0.5609043 0.4390957],,[-0.17502208 -0.4198551 ],,0,,0,
